acquisition,incident_beam_intensity,transmitted_beam_intensity,ring_current,start_time,end_time
B0010_S1_006C_att00_Rq0_00001,601699.0,203548.0,89.91007995605469,2022-03-02 14:24:37,2022-03-02 14:24:39
B0010_S1_006C_att00_Rq0_00002,599796.0,202853.0,89.9071044921875,2022-03-02 14:24:43,2022-03-02 14:24:46
B0010_S1_006C_att00_Rq0_00003,600069.0,203549.0,89.90177917480469,2022-03-02 14:24:55,2022-03-02 14:24:58
B0010_S1_006C_att00_Rq0_00004,605858.0,205517.0,89.89775085449219,2022-03-02 14:25:01,2022-03-02 14:25:03
B0010_S1_006C_att00_Rq0_00005,599416.0,203306.0,89.8947982788086,2022-03-02 14:25:07,2022-03-02 14:25:09
B0010_S1_006C_att00_Rq0_00006,599992.0,204547.0,89.89254760742188,2022-03-02 14:25:12,2022-03-02 14:25:15
B0010_S1_006C_att00_Rq0_00007,606228.0,205562.0,89.89002990722656,2022-03-02 14:25:18,2022-03-02 14:25:20
B0010_S1_006C_att00_Rq0_00008,605904.0,205456.0,89.8874740600586,2022-03-02 14:25:24,2022-03-02 14:25:26
B0010_S1_006C_att00_Rq0_00009,597465.0,203700.0,89.88363647460938,2022-03-02 14:25:29,2022-03-02 14:25:32
B0010_S1_006C_att00_Rq0_00010,605533.0,205265.0,89.88212585449219,2022-03-02 14:25:35,2022-03-02 14:25:37
B0010_S1_006C_att00_Rq0_00011,598756.0,202946.0,89.87993621826172,2022-03-02 14:25:41,2022-03-02 14:25:43
B0010_S1_006C_att00_Rq0_00012,603573.0,204564.0,89.87645721435547,2022-03-02 14:25:46,2022-03-02 14:25:49
B0010_S1_006C_att00_Rq0_00013,596554.0,203215.0,89.8716812133789,2022-03-02 14:25:54,2022-03-02 14:25:57
B0010_S1_006C_att00_Rq0_00014,605460.0,205102.0,89.86911010742188,2022-03-02 14:26:00,2022-03-02 14:26:02
B0010_S1_006C_att00_Rq0_00015,605469.0,205092.0,89.86669921875,2022-03-02 14:26:05,2022-03-02 14:26:08
B0010_S1_006C_att00_Rq0_00016,602475.0,204046.0,89.86328125,2022-03-02 14:26:11,2022-03-02 14:26:14
B0010_S1_006C_att00_Rq0_00017,602130.0,203895.0,89.86094665527344,2022-03-02 14:26:18,2022-03-02 14:26:20
B0010_S1_006C_att00_Rq0_00018,603562.0,204357.0,89.85675048828125,2022-03-02 14:26:24,2022-03-02 14:26:26
B0010_S1_006C_att00_Rq0_00019,596858.0,202029.0,89.8553466796875,2022-03-02 14:26:29,2022-03-02 14:26:32
B0010_S1_006C_att00_Rq0_00020,598269.0,203547.0,89.8534164428711,2022-03-02 14:26:35,2022-03-02 14:26:37
B0016_S1_006C_att00_Rq0_00001,577095.0,195403.0,86.79671478271484,2022-03-02 16:17:31,2022-03-02 16:17:33
B0016_S1_006C_att00_Rq0_00002,577115.0,195341.0,86.79219055175781,2022-03-02 16:17:40,2022-03-02 16:17:43
B0016_S1_006C_att00_Rq0_00003,579348.0,196682.0,86.78813934326172,2022-03-02 16:17:49,2022-03-02 16:17:51
B0016_S1_006C_att00_Rq0_00004,575512.0,195418.0,86.78587341308594,2022-03-02 16:17:54,2022-03-02 16:17:57
B0016_S1_006C_att00_Rq0_00005,576664.0,195774.0,86.7841567993164,2022-03-02 16:18:00,2022-03-02 16:18:02
B0016_S1_006C_att00_Rq0_00006,579733.0,196781.0,86.7815933227539,2022-03-02 16:18:06,2022-03-02 16:18:08
B0016_S1_006C_att00_Rq0_00007,578064.0,196183.0,86.77862548828125,2022-03-02 16:18:12,2022-03-02 16:18:14
B0016_S1_006C_att00_Rq0_00008,578460.0,196327.0,86.7762451171875,2022-03-02 16:18:18,2022-03-02 16:18:20
B0016_S1_006C_att00_Rq0_00009,578946.0,196368.0,86.77354431152344,2022-03-02 16:18:23,2022-03-02 16:18:26
B0016_S1_006C_att00_Rq0_00010,575544.0,195306.0,86.77076721191406,2022-03-02 16:18:29,2022-03-02 16:18:31
B0016_S1_006C_att00_Rq0_00011,580188.0,196841.0,86.76789855957031,2022-03-02 16:18:35,2022-03-02 16:18:37
B0016_S1_006C_att00_Rq0_00012,578850.0,196369.0,86.76378631591797,2022-03-02 16:18:45,2022-03-02 16:18:47
B0016_S1_006C_att00_Rq0_00013,575857.0,195308.0,86.76234436035156,2022-03-02 16:18:51,2022-03-02 16:18:53
B0016_S1_006C_att00_Rq0_00014,576195.0,195380.0,86.75992584228516,2022-03-02 16:18:56,2022-03-02 16:18:59
B0016_S1_006C_att00_Rq0_00015,578678.0,196182.0,86.75616455078125,2022-03-02 16:19:02,2022-03-02 16:19:05
B0016_S1_006C_att00_Rq0_00016,576368.0,195373.0,86.75386810302734,2022-03-02 16:19:08,2022-03-02 16:19:10
B0016_S1_006C_att00_Rq0_00017,576503.0,195396.0,86.75019836425781,2022-03-02 16:19:15,2022-03-02 16:19:17
B0016_S1_006C_att00_Rq0_00018,578533.0,196032.0,86.74806213378906,2022-03-02 16:19:21,2022-03-02 16:19:23
B0016_S1_006C_att00_Rq0_00019,575841.0,195070.0,86.74627685546875,2022-03-02 16:19:26,2022-03-02 16:19:29
B0016_S1_006C_att00_Rq0_00020,577998.0,195763.0,86.74443054199219,2022-03-02 16:19:32,2022-03-02 16:19:34
B0016_S1_006C_att00_Rq0_00021,580471.0,196556.0,86.74136352539062,2022-03-02 16:19:38,2022-03-02 16:19:40
B0016_S1_006C_att00_Rq0_00022,578366.0,195773.0,86.7385482788086,2022-03-02 16:19:44,2022-03-02 16:19:46
B0016_S1_006C_att00_Rq0_00023,573031.0,194618.0,86.73493194580078,2022-03-02 16:19:52,2022-03-02 16:19:54
B0016_S1_006C_att00_Rq0_00024,582011.0,197669.0,86.73313903808594,2022-03-02 16:19:57,2022-03-02 16:20:00
B0016_S1_006C_att00_Rq0_00025,576014.0,195568.0,86.7298583984375,2022-03-02 16:20:03,2022-03-02 16:20:05
B0016_S1_006C_att00_Rq0_00026,573187.0,194593.0,86.72832489013672,2022-03-02 16:20:09,2022-03-02 16:20:11
B0016_S1_006C_att00_Rq0_00027,575801.0,195476.0,86.72366333007812,2022-03-02 16:20:14,2022-03-02 16:20:17
B0016_S1_006C_att00_Rq0_00028,581281.0,197320.0,86.723388671875,2022-03-02 16:20:20,2022-03-02 16:20:23
B0016_S1_006C_att00_Rq0_00029,581429.0,197282.0,86.7196044921875,2022-03-02 16:20:26,2022-03-02 16:20:28
B0016_S1_006C_att00_Rq0_00030,581322.0,197276.0,86.71797943115234,2022-03-02 16:20:32,2022-03-02 16:20:34
B0016_S1_006C_att00_Rq0_00031,577094.0,195845.0,86.71537780761719,2022-03-02 16:20:37,2022-03-02 16:20:40
B0016_S1_006C_att00_Rq0_00032,579807.0,196718.0,86.7127914428711,2022-03-02 16:20:43,2022-03-02 16:20:45
B0016_S1_006C_att00_Rq0_00033,577783.0,196004.0,86.71137237548828,2022-03-02 16:20:49,2022-03-02 16:20:51
B0016_S1_006C_att00_Rq0_00034,578837.0,196338.0,86.70741271972656,2022-03-02 16:20:54,2022-03-02 16:20:57
B0016_S1_006C_att00_Rq0_00035,578670.0,196244.0,86.70521545410156,2022-03-02 16:21:00,2022-03-02 16:21:03
B0016_S1_006C_att00_Rq0_00036,578200.0,196043.0,86.70231628417969,2022-03-02 16:21:11,2022-03-02 16:21:13
B0016_S1_006C_att00_Rq0_00037,579562.0,196426.0,86.69811248779297,2022-03-02 16:21:17,2022-03-02 16:21:19
B0016_S1_006C_att00_Rq0_00038,575177.0,194921.0,86.69500732421875,2022-03-02 16:21:25,2022-03-02 16:21:27
B0016_S1_006C_att00_Rq0_00039,580097.0,196557.0,86.69184875488281,2022-03-02 16:21:31,2022-03-02 16:21:33
B0016_S1_006C_att00_Rq0_00040,576480.0,196314.0,86.69019317626953,2022-03-02 16:21:36,2022-03-02 16:21:39
B0016_S1_006C_att00_Rq0_00041,579520.0,196285.0,86.68828582763672,2022-03-02 16:21:42,2022-03-02 16:21:44
B0016_S1_006C_att00_Rq0_00042,577806.0,195652.0,86.68509674072266,2022-03-02 16:21:48,2022-03-02 16:21:50
B0016_S1_006C_att00_Rq0_00043,574622.0,195142.0,86.68122863769531,2022-03-02 16:21:56,2022-03-02 16:21:59
B0016_S1_006C_att00_Rq0_00044,580908.0,197281.0,86.67928314208984,2022-03-02 16:22:02,2022-03-02 16:22:04
B0016_S1_006C_att00_Rq0_00045,574585.0,195108.0,86.67633056640625,2022-03-02 16:22:08,2022-03-02 16:22:10
B0016_S1_006C_att00_Rq0_00046,570918.0,194917.0,86.67387390136719,2022-03-02 16:22:13,2022-03-02 16:22:16
B0016_S1_006C_att00_Rq0_00047,572061.0,195268.0,86.67132568359375,2022-03-02 16:22:19,2022-03-02 16:22:22
B0016_S1_006C_att00_Rq0_00048,575638.0,195432.0,86.66981506347656,2022-03-02 16:22:25,2022-03-02 16:22:27
B0016_S1_006C_att00_Rq0_00049,580509.0,197037.0,86.66712188720703,2022-03-02 16:22:31,2022-03-02 16:22:33
B0016_S1_006C_att00_Rq0_00050,573892.0,195766.0,86.66368103027344,2022-03-02 16:22:36,2022-03-02 16:22:39
B0016_S1_006C_att00_Rq0_00051,582298.0,197627.0,86.661865234375,2022-03-02 16:22:42,2022-03-02 16:22:44
B0016_S1_006C_att00_Rq0_00052,575246.0,195195.0,86.65958404541016,2022-03-02 16:22:48,2022-03-02 16:22:50
B0016_S1_006C_att00_Rq0_00053,580434.0,196926.0,86.65668487548828,2022-03-02 16:22:53,2022-03-02 16:22:56
B0016_S1_006C_att00_Rq0_00054,572969.0,194353.0,86.65323638916016,2022-03-02 16:23:02,2022-03-02 16:23:04
B0016_S1_006C_att00_Rq0_00055,574015.0,194676.0,86.6506118774414,2022-03-02 16:23:08,2022-03-02 16:23:10
B0016_S1_006C_att00_Rq0_00056,572922.0,195331.0,86.64813995361328,2022-03-02 16:23:13,2022-03-02 16:23:16
B0016_S1_006C_att00_Rq0_00057,579553.0,196460.0,86.64592742919922,2022-03-02 16:23:19,2022-03-02 16:23:21
B0016_S1_006C_att00_Rq0_00058,575151.0,194940.0,86.64354705810547,2022-03-02 16:23:25,2022-03-02 16:23:27
B0016_S1_006C_att00_Rq0_00059,581748.0,197135.0,86.63807678222656,2022-03-02 16:23:36,2022-03-02 16:23:38
B0016_S1_006C_att00_Rq0_00060,575678.0,196073.0,86.635498046875,2022-03-02 16:23:41,2022-03-02 16:23:44
B0016_S1_006C_att00_Rq0_00061,580025.0,196445.0,86.63406372070312,2022-03-02 16:23:47,2022-03-02 16:23:49
B0016_S1_006C_att00_Rq0_00062,574914.0,194668.0,86.6313247680664,2022-03-02 16:23:53,2022-03-02 16:23:55
B0016_S1_006C_att00_Rq0_00063,575395.0,195437.0,86.62760925292969,2022-03-02 16:24:01,2022-03-02 16:24:03
B0016_S1_006C_att00_Rq0_00064,581868.0,197634.0,86.62499237060547,2022-03-02 16:24:10,2022-03-02 16:24:12
B0016_S1_006C_att00_Rq0_00065,579838.0,196908.0,86.62154388427734,2022-03-02 16:24:15,2022-03-02 16:24:18
B0016_S1_006C_att00_Rq0_00066,575978.0,196623.0,86.61986541748047,2022-03-02 16:24:21,2022-03-02 16:24:24
B0016_S1_006C_att00_Rq0_00067,576970.0,196982.0,86.61650848388672,2022-03-02 16:24:27,2022-03-02 16:24:29
B0016_S1_006C_att00_Rq0_00068,573849.0,195883.0,86.61238861083984,2022-03-02 16:24:32,2022-03-02 16:24:35
B0016_S1_006C_att00_Rq0_00069,574268.0,194981.0,86.61186981201172,2022-03-02 16:24:38,2022-03-02 16:24:41
B0016_S1_006C_att00_Rq0_00070,574645.0,196098.0,86.60929870605469,2022-03-02 16:24:44,2022-03-02 16:24:47
B0016_S1_006C_att00_Rq0_00071,573812.0,194778.0,86.60580444335938,2022-03-02 16:24:50,2022-03-02 16:24:52
B0016_S1_006C_att00_Rq0_00072,578929.0,196476.0,86.6036605834961,2022-03-02 16:24:56,2022-03-02 16:24:58
B0016_S1_006C_att00_Rq0_00073,574084.0,195848.0,86.60121154785156,2022-03-02 16:25:01,2022-03-02 16:25:04
B0016_S1_006C_att00_Rq0_00074,574109.0,194809.0,86.59830474853516,2022-03-02 16:25:10,2022-03-02 16:25:12
B0016_S1_006C_att00_Rq0_00075,575327.0,196233.0,86.59503936767578,2022-03-02 16:25:16,2022-03-02 16:25:18
B0016_S1_006C_att00_Rq0_00076,571599.0,194912.0,86.59231567382812,2022-03-02 16:25:21,2022-03-02 16:25:24
B0016_S1_006C_att00_Rq0_00077,577783.0,195904.0,86.5906982421875,2022-03-02 16:25:27,2022-03-02 16:25:29
B0016_S1_006C_att00_Rq0_00078,573802.0,194537.0,86.58786010742188,2022-03-02 16:25:33,2022-03-02 16:25:35
B0016_S1_006C_att00_Rq0_00079,568768.0,193795.0,86.58503723144531,2022-03-02 16:25:39,2022-03-02 16:25:42
B0016_S1_006C_att00_Rq0_00080,578220.0,195905.0,86.58139038085938,2022-03-02 16:25:45,2022-03-02 16:25:47
B0016_S1_006C_att00_Rq0_00081,580152.0,196524.0,86.57930755615234,2022-03-02 16:25:51,2022-03-02 16:25:53
B0016_S1_006C_att00_Rq0_00082,580270.0,196532.0,86.57608032226562,2022-03-02 16:25:56,2022-03-02 16:25:59
B0016_S1_006C_att00_Rq0_00083,578252.0,196425.0,86.57215881347656,2022-03-02 16:26:05,2022-03-02 16:26:07
B0016_S1_006C_att00_Rq0_00084,579382.0,196802.0,86.57061004638672,2022-03-02 16:26:10,2022-03-02 16:26:13
B0016_S1_006C_att00_Rq0_00085,578847.0,196597.0,86.56792449951172,2022-03-02 16:26:16,2022-03-02 16:26:18
B0016_S1_006C_att00_Rq0_00086,574264.0,195023.0,86.56525421142578,2022-03-02 16:26:22,2022-03-02 16:26:24
B0016_S1_006C_att00_Rq0_00087,574877.0,196329.0,86.5630111694336,2022-03-02 16:26:27,2022-03-02 16:26:30
B0016_S1_006C_att00_Rq0_00088,573730.0,194837.0,86.56029510498047,2022-03-02 16:26:33,2022-03-02 16:26:36
B0016_S1_006C_att00_Rq0_00089,580148.0,196995.0,86.5572509765625,2022-03-02 16:26:39,2022-03-02 16:26:41
B0016_S1_006C_att00_Rq0_00090,574348.0,196077.0,86.5542984008789,2022-03-02 16:26:47,2022-03-02 16:26:50
B0016_S1_006C_att00_Rq0_00091,580393.0,197043.0,86.55318450927734,2022-03-02 16:26:53,2022-03-02 16:26:55
B0016_S1_006C_att00_Rq0_00092,574023.0,194855.0,86.54837036132812,2022-03-02 16:26:59,2022-03-02 16:27:01
B0016_S1_006C_att00_Rq0_00093,571333.0,193929.0,86.54690551757812,2022-03-02 16:27:05,2022-03-02 16:27:07
B0016_S1_006C_att00_Rq0_00094,570941.0,193732.0,86.5450210571289,2022-03-02 16:27:10,2022-03-02 16:27:13
B0016_S1_006C_att00_Rq0_00095,578495.0,196278.0,86.54090881347656,2022-03-02 16:27:19,2022-03-02 16:27:21
B0016_S1_006C_att00_Rq0_00096,581024.0,197109.0,86.53865814208984,2022-03-02 16:27:25,2022-03-02 16:27:27
B0016_S1_006C_att00_Rq0_00097,578261.0,196132.0,86.53667449951172,2022-03-02 16:27:31,2022-03-02 16:27:33
B0016_S1_006C_att00_Rq0_00098,573352.0,195424.0,86.53334045410156,2022-03-02 16:27:36,2022-03-02 16:27:39
B0016_S1_006C_att00_Rq0_00099,573552.0,194437.0,86.53144836425781,2022-03-02 16:27:42,2022-03-02 16:27:44
B0016_S1_006C_att00_Rq0_00100,578107.0,195907.0,86.52735900878906,2022-03-02 16:27:51,2022-03-02 16:27:53
B0027_S1_060C10p_att00_Rq0_00001,420894.0,142940.0,95.88196563720703,2022-03-02 23:36:16,2022-03-02 23:36:18
B0027_S1_060C10p_att00_Rq0_00002,418984.0,143568.0,95.87968444824219,2022-03-02 23:36:23,2022-03-02 23:36:25
B0027_S1_060C10p_att00_Rq0_00003,420753.0,143324.0,95.87432861328125,2022-03-02 23:36:31,2022-03-02 23:36:34
B0027_S1_060C10p_att00_Rq0_00004,425530.0,144912.0,95.87187194824219,2022-03-02 23:36:37,2022-03-02 23:36:39
B0027_S1_060C10p_att00_Rq0_00005,420637.0,143243.0,95.86912536621094,2022-03-02 23:36:44,2022-03-02 23:36:46
B0027_S1_060C10p_att00_Rq0_00006,423557.0,144260.0,95.86613464355469,2022-03-02 23:36:50,2022-03-02 23:36:52
B0027_S1_060C10p_att00_Rq0_00007,420756.0,143318.0,95.86341094970703,2022-03-02 23:36:55,2022-03-02 23:36:58
B0027_S1_060C10p_att00_Rq0_00008,418087.0,142370.0,95.86026000976562,2022-03-02 23:37:01,2022-03-02 23:37:03
B0027_S1_060C10p_att00_Rq0_00009,423662.0,144250.0,95.85733795166016,2022-03-02 23:37:07,2022-03-02 23:37:09
B0027_S1_060C10p_att00_Rq0_00010,423451.0,144186.0,95.85467529296875,2022-03-02 23:37:12,2022-03-02 23:37:14
B0027_S1_060C10p_att00_Rq0_00011,424023.0,144364.0,95.85160064697266,2022-03-02 23:37:18,2022-03-02 23:37:20
B0027_S1_060C10p_att00_Rq0_00012,418162.0,143105.0,95.8482437133789,2022-03-02 23:37:24,2022-03-02 23:37:26
B0027_S1_060C10p_att00_Rq0_00013,418857.0,142577.0,95.84529113769531,2022-03-02 23:37:30,2022-03-02 23:37:32
B0027_S1_060C10p_att00_Rq0_00014,423005.0,143946.0,95.84297943115234,2022-03-02 23:37:35,2022-03-02 23:37:37
B0027_S1_060C10p_att00_Rq0_00015,418160.0,143033.0,95.84003448486328,2022-03-02 23:37:41,2022-03-02 23:37:43
B0027_S1_060C10p_att00_Rq0_00016,421329.0,143354.0,95.83609008789062,2022-03-02 23:37:49,2022-03-02 23:37:51
B0027_S1_060C10p_att00_Rq0_00017,416723.0,141730.0,95.83396911621094,2022-03-02 23:37:54,2022-03-02 23:37:57
B0027_S1_060C10p_att00_Rq0_00018,416506.0,141617.0,95.8298110961914,2022-03-02 23:38:00,2022-03-02 23:38:02
B0027_S1_060C10p_att00_Rq0_00019,421973.0,143426.0,95.82685852050781,2022-03-02 23:38:06,2022-03-02 23:38:08
B0027_S1_060C10p_att00_Rq0_00020,421364.0,143178.0,95.82371520996094,2022-03-02 23:38:12,2022-03-02 23:38:14
B0027_S1_060C10p_att00_Rq0_00021,422735.0,143594.0,95.82017517089844,2022-03-02 23:38:18,2022-03-02 23:38:21
B0027_S1_060C10p_att00_Rq0_00022,418550.0,142120.0,95.81690216064453,2022-03-02 23:38:24,2022-03-02 23:38:26
B0027_S1_060C10p_att00_Rq0_00023,419364.0,142862.0,95.81249237060547,2022-03-02 23:38:32,2022-03-02 23:38:34
B0027_S1_060C10p_att00_Rq0_00024,421472.0,143576.0,95.8108139038086,2022-03-02 23:38:38,2022-03-02 23:38:40
B0027_S1_060C10p_att00_Rq0_00025,422538.0,143918.0,95.80763244628906,2022-03-02 23:38:43,2022-03-02 23:38:46
B0027_S1_060C10p_att00_Rq0_00026,416305.0,142536.0,95.80529022216797,2022-03-02 23:38:49,2022-03-02 23:38:51
B0027_S1_060C10p_att00_Rq0_00027,420715.0,143331.0,95.8013687133789,2022-03-02 23:38:54,2022-03-02 23:38:57
B0027_S1_060C10p_att00_Rq0_00028,421817.0,143689.0,95.79882049560547,2022-03-02 23:39:00,2022-03-02 23:39:03
B0027_S1_060C10p_att00_Rq0_00029,418145.0,142445.0,95.7950210571289,2022-03-02 23:39:06,2022-03-02 23:39:08
B0027_S1_060C10p_att00_Rq0_00030,415640.0,142326.0,95.79253387451172,2022-03-02 23:39:12,2022-03-02 23:39:14
B0027_S1_060C10p_att00_Rq0_00031,421210.0,143478.0,95.78997802734375,2022-03-02 23:39:17,2022-03-02 23:39:20
B0027_S1_060C10p_att00_Rq0_00032,422489.0,143849.0,95.78697967529297,2022-03-02 23:39:24,2022-03-02 23:39:27
B0027_S1_060C10p_att00_Rq0_00033,419099.0,143429.0,95.78352355957031,2022-03-02 23:39:30,2022-03-02 23:39:32
B0027_S1_060C10p_att00_Rq0_00034,418132.0,143104.0,95.77946472167969,2022-03-02 23:39:36,2022-03-02 23:39:38
B0027_S1_060C10p_att00_Rq0_00035,421876.0,143559.0,95.77779388427734,2022-03-02 23:39:41,2022-03-02 23:39:44
B0027_S1_060C10p_att00_Rq0_00036,480526.0,163487.0,95.77523040771484,2022-03-02 23:39:47,2022-03-02 23:39:50
B0027_S1_060C10p_att00_Rq0_00037,423157.0,143927.0,95.77151489257812,2022-03-02 23:39:53,2022-03-02 23:39:55
B0027_S1_060C10p_att00_Rq0_00038,418779.0,143164.0,95.76929473876953,2022-03-02 23:39:59,2022-03-02 23:40:01
B0027_S1_060C10p_att00_Rq0_00039,421402.0,143257.0,95.76610565185547,2022-03-02 23:40:04,2022-03-02 23:40:07
B0027_S1_060C10p_att00_Rq0_00040,419729.0,142647.0,95.76322174072266,2022-03-02 23:40:10,2022-03-02 23:40:12
B0027_S1_060C10p_att00_Rq0_00041,417653.0,141892.0,95.75909423828125,2022-03-02 23:40:16,2022-03-02 23:40:18
B0027_S1_060C10p_att00_Rq0_00042,421987.0,143335.0,95.75575256347656,2022-03-02 23:40:22,2022-03-02 23:40:24
B0027_S1_060C10p_att00_Rq0_00043,419007.0,142740.0,95.7503890991211,2022-03-02 23:40:32,2022-03-02 23:40:34
B0027_S1_060C10p_att00_Rq0_00044,422864.0,144070.0,95.74920654296875,2022-03-02 23:40:37,2022-03-02 23:40:40
B0027_S1_060C10p_att00_Rq0_00045,417420.0,143564.0,95.74523162841797,2022-03-02 23:40:43,2022-03-02 23:40:45
B0027_S1_060C10p_att00_Rq0_00046,419992.0,143096.0,95.74311065673828,2022-03-02 23:40:49,2022-03-02 23:40:51
B0027_S1_060C10p_att00_Rq0_00048,422754.0,144022.0,95.73700714111328,2022-03-02 23:40:59,2022-03-02 23:41:02
B0027_S1_060C10p_att00_Rq0_00049,421840.0,143710.0,95.73515319824219,2022-03-02 23:41:05,2022-03-02 23:41:08
B0027_S1_060C10p_att00_Rq0_00050,419003.0,143478.0,95.73149108886719,2022-03-02 23:41:11,2022-03-02 23:41:13
B0028_S1_340C10p_att00_Rq0_00001,420555.0,143238.0,95.72700500488281,2022-03-02 23:41:19,2022-03-02 23:41:21
B0028_S1_340C10p_att00_Rq0_00002,422805.0,143979.0,95.72447967529297,2022-03-02 23:41:25,2022-03-02 23:41:27
B0028_S1_340C10p_att00_Rq0_00003,420468.0,143178.0,95.72064971923828,2022-03-02 23:41:30,2022-03-02 23:41:33
B0028_S1_340C10p_att00_Rq0_00004,419998.0,142986.0,95.71894836425781,2022-03-02 23:41:37,2022-03-02 23:41:39
B0028_S1_340C10p_att00_Rq0_00005,421396.0,143444.0,95.71407318115234,2022-03-02 23:41:42,2022-03-02 23:41:45
B0028_S1_340C10p_att00_Rq0_00006,420812.0,143200.0,95.71143341064453,2022-03-02 23:41:48,2022-03-02 23:41:50
B0028_S1_340C10p_att00_Rq0_00007,422905.0,143876.0,95.70829010009766,2022-03-02 23:41:54,2022-03-02 23:41:56
B0028_S1_340C10p_att00_Rq0_00008,421241.0,143264.0,95.7061996459961,2022-03-02 23:41:59,2022-03-02 23:42:01
B0028_S1_340C10p_att00_Rq0_00009,421276.0,143251.0,95.70159149169922,2022-03-02 23:42:07,2022-03-02 23:42:09
B0028_S1_340C10p_att00_Rq0_00010,417281.0,142597.0,95.69902801513672,2022-03-02 23:42:13,2022-03-02 23:42:15
B0028_S1_340C10p_att00_Rq0_00011,419312.0,142470.0,95.6964340209961,2022-03-02 23:42:19,2022-03-02 23:42:21
B0028_S1_340C10p_att00_Rq0_00012,421852.0,143309.0,95.69225311279297,2022-03-02 23:42:25,2022-03-02 23:42:27
B0028_S1_340C10p_att00_Rq0_00013,425720.0,145067.0,95.6893539428711,2022-03-02 23:42:32,2022-03-02 23:42:35
B0028_S1_340C10p_att00_Rq0_00014,423681.0,144363.0,95.68635559082031,2022-03-02 23:42:38,2022-03-02 23:42:41
B0028_S1_340C10p_att00_Rq0_00015,426303.0,145256.0,95.68313598632812,2022-03-02 23:42:44,2022-03-02 23:42:46
B0028_S1_340C10p_att00_Rq0_00016,419063.0,143529.0,95.6802749633789,2022-03-02 23:42:50,2022-03-02 23:42:52
B0028_S1_340C10p_att00_Rq0_00017,424585.0,144682.0,95.67837524414062,2022-03-02 23:42:55,2022-03-02 23:42:58
B0028_S1_340C10p_att00_Rq0_00018,423810.0,144406.0,95.67461395263672,2022-03-02 23:43:01,2022-03-02 23:43:03
B0028_S1_340C10p_att00_Rq0_00019,417472.0,143035.0,95.67204284667969,2022-03-02 23:43:07,2022-03-02 23:43:09
B0028_S1_340C10p_att00_Rq0_00020,419939.0,143081.0,95.6681900024414,2022-03-02 23:43:12,2022-03-02 23:43:14
B0028_S1_340C10p_att00_Rq0_00021,423043.0,144106.0,95.66423034667969,2022-03-02 23:43:18,2022-03-02 23:43:20
B0028_S1_340C10p_att00_Rq0_00022,422803.0,143989.0,95.66276550292969,2022-03-02 23:43:23,2022-03-02 23:43:26
B0028_S1_340C10p_att00_Rq0_00023,424260.0,145240.0,95.659912109375,2022-03-02 23:43:29,2022-03-02 23:43:31
B0028_S1_340C10p_att00_Rq0_00024,422070.0,144465.0,95.65682220458984,2022-03-02 23:43:35,2022-03-02 23:43:37
B0028_S1_340C10p_att00_Rq0_00025,420003.0,142967.0,95.65129852294922,2022-03-02 23:43:44,2022-03-02 23:43:46
B0028_S1_340C10p_att00_Rq0_00026,420302.0,143034.0,95.64899444580078,2022-03-02 23:43:49,2022-03-02 23:43:52
B0028_S1_340C10p_att00_Rq0_00027,419666.0,142777.0,95.64643096923828,2022-03-02 23:43:55,2022-03-02 23:43:57
B0028_S1_340C10p_att00_Rq0_00028,419765.0,143593.0,95.64264678955078,2022-03-02 23:44:01,2022-03-02 23:44:03
B0028_S1_340C10p_att00_Rq0_00029,420800.0,143097.0,95.64103698730469,2022-03-02 23:44:06,2022-03-02 23:44:09
B0028_S1_340C10p_att00_Rq0_00030,425122.0,144522.0,95.63726043701172,2022-03-02 23:44:13,2022-03-02 23:44:16
B0028_S1_340C10p_att00_Rq0_00031,419059.0,142423.0,95.63357543945312,2022-03-02 23:44:19,2022-03-02 23:44:21
B0028_S1_340C10p_att00_Rq0_00032,420646.0,143682.0,95.63092041015625,2022-03-02 23:44:25,2022-03-02 23:44:27
B0028_S1_340C10p_att00_Rq0_00033,421349.0,144353.0,95.62712860107422,2022-03-02 23:44:33,2022-03-02 23:44:35
B0028_S1_340C10p_att00_Rq0_00034,423622.0,144349.0,95.62330627441406,2022-03-02 23:44:38,2022-03-02 23:44:41
B0028_S1_340C10p_att00_Rq0_00035,424646.0,144700.0,95.62057495117188,2022-03-02 23:44:45,2022-03-02 23:44:47
B0028_S1_340C10p_att00_Rq0_00036,420082.0,143906.0,95.6175308227539,2022-03-02 23:44:51,2022-03-02 23:44:53
B0028_S1_340C10p_att00_Rq0_00037,424490.0,144648.0,95.61561584472656,2022-03-02 23:44:56,2022-03-02 23:44:59
B0028_S1_340C10p_att00_Rq0_00038,424798.0,144760.0,95.6119613647461,2022-03-02 23:45:02,2022-03-02 23:45:04
B0028_S1_340C10p_att00_Rq0_00039,420618.0,144072.0,95.60844421386719,2022-03-02 23:45:08,2022-03-02 23:45:10
B0028_S1_340C10p_att00_Rq0_00040,425566.0,145006.0,95.60636901855469,2022-03-02 23:45:13,2022-03-02 23:45:16
B0028_S1_340C10p_att00_Rq0_00041,423374.0,144227.0,95.60234832763672,2022-03-02 23:45:19,2022-03-02 23:45:22
B0028_S1_340C10p_att00_Rq0_00042,424728.0,144708.0,95.60054016113281,2022-03-02 23:45:25,2022-03-02 23:45:27
B0028_S1_340C10p_att00_Rq0_00043,421223.0,144203.0,95.59622192382812,2022-03-02 23:45:31,2022-03-02 23:45:33
