Q(A^-1),I(Q),I_err(Q)
1.004999999999999893e+00,1.884272447646864745e-02,3.229463311366025536e-03
1.010000000000000009e+00,1.750654062982867284e-02,3.246878258424000865e-03
1.014999999999999902e+00,1.834621667275794857e-02,3.248751988405811433e-03
1.020000000000000018e+00,1.787459361687074311e-02,3.254900605867711277e-03
1.024999999999999911e+00,1.901710271188654031e-02,3.254558302448626751e-03
1.030000000000000027e+00,1.726638148505572554e-02,3.250428021302755217e-03
1.034999999999999920e+00,1.793659768323507819e-02,3.238069576065322717e-03
1.040000000000000036e+00,1.781936905180697348e-02,3.261421786207990663e-03
1.044999999999999929e+00,1.704125294030863630e-02,3.261434773320786434e-03
1.050000000000000044e+00,1.726087660665561949e-02,3.282438458950978719e-03
1.054999999999999938e+00,1.685389989962025187e-02,3.240856476879454186e-03
1.060000000000000053e+00,1.734453528797995012e-02,3.257092839810243542e-03
1.064999999999999947e+00,1.683815498426765450e-02,3.266208215265898902e-03
1.070000000000000062e+00,1.634296178400927724e-02,3.274840344179475067e-03
1.074999999999999956e+00,1.701931301091036755e-02,3.304095852212029626e-03
1.080000000000000071e+00,1.731136818759874615e-02,3.292526587335762103e-03
1.084999999999999964e+00,1.609420882107447451e-02,3.515978933907583977e-03
1.090000000000000080e+00,1.543168222535730612e-02,3.612121703639736576e-03
1.094999999999999973e+00,1.669125979765452572e-02,3.533541139732159289e-03
1.100000000000000089e+00,1.611853778414222213e-02,3.513525073057336204e-03
1.104999999999999982e+00,1.674581910257193912e-02,3.507445369449215672e-03
1.110000000000000098e+00,1.639064771015928332e-02,3.507498576309802350e-03
1.114999999999999991e+00,1.784710911844481981e-02,3.556313303169817992e-03
1.120000000000000107e+00,1.762689522434312747e-02,3.568746142657578269e-03
1.125000000000000000e+00,1.685575010910163665e-02,3.597407009382472612e-03
1.129999999999999893e+00,1.663888330329925044e-02,3.585987785175799494e-03
1.135000000000000009e+00,1.624285468617963496e-02,3.597434450817576027e-03
1.139999999999999902e+00,1.711338797412877838e-02,3.628363732001640626e-03
1.145000000000000018e+00,1.774404560522058541e-02,3.670036477363824469e-03
1.149999999999999911e+00,1.739997668737802011e-02,3.678320712084459654e-03
1.155000000000000027e+00,1.752824093684792958e-02,3.709107395632547238e-03
1.159999999999999920e+00,1.747450803196586369e-02,3.706113249282457119e-03
1.165000000000000036e+00,1.742250185783415783e-02,3.774744519427570416e-03
1.169999999999999929e+00,1.837198632732714096e-02,3.789569705279963781e-03
1.175000000000000044e+00,1.811101288399271855e-02,3.835164009186054542e-03
1.179999999999999938e+00,1.730482079963963082e-02,3.816564630720098265e-03
1.185000000000000053e+00,1.791867897396397930e-02,3.862590728068785329e-03
1.189999999999999947e+00,1.918403131513043286e-02,3.864622137489400790e-03
1.195000000000000062e+00,1.815153829041448244e-02,3.934894584172178925e-03
1.199999999999999956e+00,1.831911333772195949e-02,3.950535414553047082e-03
1.205000000000000071e+00,1.825915506372690483e-02,3.961797720767008119e-03
1.209999999999999964e+00,1.844916810127348109e-02,3.988375820463065276e-03
1.215000000000000080e+00,1.887173426628735440e-02,4.052948373140151384e-03
1.219999999999999973e+00,1.856050077550280147e-02,4.067183380033496248e-03
1.225000000000000089e+00,1.928945269516903205e-02,4.115538623216704120e-03
1.229999999999999982e+00,1.974450414574403442e-02,4.073643325935978783e-03
1.235000000000000098e+00,1.941042906119478176e-02,4.121643180968419425e-03
1.239999999999999991e+00,2.020755915773378431e-02,4.166106327004314401e-03
1.245000000000000107e+00,2.014807444598188876e-02,4.232906546750327126e-03
1.250000000000000000e+00,2.054139517075995180e-02,4.195782523429342735e-03
1.254999999999999893e+00,2.027352541565125010e-02,4.279508163931267442e-03
1.260000000000000009e+00,2.066593432871479882e-02,4.279523344167261885e-03
1.264999999999999902e+00,2.095655153918956487e-02,4.340948086728137548e-03
1.270000000000000018e+00,2.035800319092034849e-02,4.395727003207325345e-03
1.274999999999999911e+00,2.067154302898297977e-02,4.394303486527047393e-03
1.280000000000000027e+00,2.133691763742372183e-02,4.422693713659480580e-03
1.284999999999999920e+00,2.217356716127875244e-02,4.466865016133744065e-03
1.290000000000000036e+00,2.237460004498887170e-02,4.513112185381485016e-03
1.294999999999999929e+00,2.098418314517160738e-02,4.540527207596289049e-03
1.300000000000000044e+00,2.237566792291842063e-02,4.549001787493076390e-03
1.304999999999999938e+00,2.151716585282916969e-02,4.582022568339464731e-03
1.310000000000000053e+00,2.234449144232491385e-02,4.642286342093614529e-03
1.314999999999999947e+00,2.303469867021205181e-02,4.683388286458108236e-03
1.320000000000000062e+00,2.363688368310507687e-02,4.724629525156989231e-03
1.324999999999999956e+00,2.289173314565318834e-02,4.723896427979173800e-03
1.330000000000000071e+00,2.266842776045640759e-02,4.783697135616465056e-03
1.334999999999999964e+00,2.248329730793501360e-02,4.830916823628132913e-03
1.340000000000000080e+00,2.248419694283180365e-02,4.908216949467397033e-03
1.344999999999999973e+00,2.305112076159696044e-02,4.909834140539952145e-03
1.350000000000000089e+00,2.381232678124039701e-02,4.948851196698166206e-03
1.354999999999999982e+00,2.308064551483939367e-02,5.120388799981376304e-03
1.360000000000000098e+00,2.376852160692648902e-02,5.542638672275685546e-03
1.364999999999999991e+00,2.296784182303379662e-02,5.877139674982038119e-03
1.370000000000000107e+00,2.304357649815305317e-02,6.075517612808408081e-03
1.375000000000000000e+00,2.337697130448063154e-02,6.367522403329436281e-03
1.379999999999999893e+00,2.217482537446767779e-02,6.701091079369061836e-03
1.385000000000000009e+00,2.288009639870539416e-02,6.914614364391597108e-03
1.389999999999999902e+00,2.329123667866667829e-02,7.221421124996517046e-03
1.395000000000000018e+00,2.386653765521391454e-02,7.566067191382153286e-03
1.399999999999999911e+00,2.292315762743607488e-02,7.816393972068206783e-03
1.405000000000000027e+00,2.356048224023338938e-02,8.112040097826875990e-03
1.409999999999999920e+00,2.324911755873310809e-02,7.704795243552042643e-03
1.415000000000000036e+00,2.345839017613849178e-02,7.238887870338044962e-03
1.419999999999999929e+00,2.347789424910354944e-02,6.982704888370898713e-03
1.425000000000000044e+00,2.287548286336901771e-02,6.952813553961182010e-03
1.429999999999999938e+00,2.442485637776456095e-02,6.911631126723839433e-03
1.435000000000000053e+00,2.372313306939564589e-02,6.904212050514488275e-03
1.439999999999999947e+00,2.300106421196625173e-02,6.876722731670386647e-03
1.445000000000000062e+00,2.263327865103724121e-02,6.804732824869497328e-03
1.449999999999999956e+00,2.378212412715507637e-02,6.793286497504474192e-03
1.455000000000000071e+00,2.316917263288626599e-02,6.893903685029046345e-03
1.459999999999999964e+00,2.279036487740741801e-02,6.943762546582649825e-03
1.465000000000000080e+00,2.269884611817158532e-02,6.867159449245080656e-03
1.469999999999999973e+00,2.200977748073455406e-02,6.862264471344988077e-03
1.475000000000000089e+00,2.160656529491002467e-02,6.835470299047159172e-03
1.479999999999999982e+00,2.155788475468436993e-02,6.877454362793657822e-03
1.485000000000000098e+00,2.049628374281163221e-02,6.876403384857667986e-03
1.489999999999999991e+00,2.128426777350868326e-02,6.791351089939540349e-03
1.495000000000000107e+00,2.181295391999446207e-02,6.777191792079416931e-03
1.500000000000000000e+00,2.029119812421018021e-02,6.779858551445836629e-03
1.504999999999999893e+00,1.978179237414329217e-02,6.839536256027835444e-03
1.510000000000000009e+00,2.034386929755647652e-02,6.864902402177546457e-03
1.514999999999999902e+00,1.936032212273235825e-02,6.759927328972915525e-03
1.520000000000000018e+00,1.867824376151372423e-02,6.792152616922134990e-03
1.524999999999999911e+00,1.906852648621790852e-02,6.832247676684631565e-03
1.530000000000000027e+00,1.896124753262239115e-02,6.874307968082138398e-03
1.534999999999999920e+00,2.003391663405094600e-02,6.819988333766097144e-03
1.540000000000000036e+00,1.944987023796019426e-02,6.819290957771940304e-03
1.544999999999999929e+00,1.796849204522337276e-02,6.802017239820764422e-03
1.550000000000000044e+00,1.881641408421136016e-02,6.849814787562293235e-03
1.554999999999999938e+00,1.952125506383356468e-02,6.930227093212496491e-03
1.560000000000000053e+00,1.895081721839537298e-02,6.790699829400462240e-03
1.564999999999999947e+00,1.904762918234837940e-02,6.843178485477145571e-03
1.570000000000000062e+00,1.807651717681877171e-02,6.852181600070257096e-03
1.574999999999999956e+00,1.717544367599913718e-02,6.910678363461679116e-03
1.580000000000000071e+00,1.797850892749322874e-02,7.024257234197309012e-03
1.584999999999999964e+00,1.863925825866619493e-02,6.984050801954957630e-03
1.590000000000000080e+00,1.838698445583891727e-02,7.020881662816208686e-03
1.594999999999999973e+00,1.833179192740296698e-02,7.101469083470627122e-03
1.600000000000000089e+00,1.765333759011148210e-02,7.172222127688409124e-03
1.604999999999999982e+00,1.886504284396899045e-02,7.226179769677938680e-03
1.610000000000000098e+00,1.817354084344707452e-02,7.213864178000239935e-03
