Q(A^-1),I(Q),I_err(Q)
2.079999999999999905e-01,5.649480699999998023e-02,3.127318295894505537e-03
2.099999999999999922e-01,5.389760599999998680e-02,3.108048271928114548e-03
2.119999999999999940e-01,5.381208399999998226e-02,3.072047674348909237e-03
2.139999999999999958e-01,4.954103999999998065e-02,3.123811233134888340e-03
2.159999999999999976e-01,4.880270100000000388e-02,3.115904203024573351e-03
2.179999999999999993e-01,4.605780799999997788e-02,3.063163581600942143e-03
2.200000000000000011e-01,4.738777999999999047e-02,3.024937989115901275e-03
2.220000000000000029e-01,4.590095799999999171e-02,3.000407612949530615e-03
2.240000000000000047e-01,4.319399000000001543e-02,2.971932637213632600e-03
2.260000000000000064e-01,4.332276199999995914e-02,2.937209941534779916e-03
2.280000000000000082e-01,4.392976000000003989e-02,2.894930960315931362e-03
2.300000000000000100e-01,4.310875000000002899e-02,2.907190449721171795e-03
2.320000000000000118e-01,3.813359799999999078e-02,2.886778373832042579e-03
2.340000000000000135e-01,4.213711199999997659e-02,2.969141999233111846e-03
2.359999999999999876e-01,4.198503600000003111e-02,3.027816850738181739e-03
2.379999999999999893e-01,3.942498500000002348e-02,3.042895743183446963e-03
2.399999999999999911e-01,3.768595099999999531e-02,3.065703537148129713e-03
2.419999999999999929e-01,3.966661900000001406e-02,3.071094122490533249e-03
2.439999999999999947e-01,3.774347200000000013e-02,3.061375603564539787e-03
2.459999999999999964e-01,3.463944499999999094e-02,2.978187819717367964e-03
2.479999999999999982e-01,3.754548400000001784e-02,2.972966551029810819e-03
2.500000000000000000e-01,3.611307299999999554e-02,2.958759052429286215e-03
2.520000000000000018e-01,3.400375900000002227e-02,2.931887601230742050e-03
2.540000000000000036e-01,3.446877999999997666e-02,2.860853959127866979e-03
2.560000000000000053e-01,3.511215199999995207e-02,2.843165488209009172e-03
2.580000000000000071e-01,3.616544100000002038e-02,2.795690529429941708e-03
2.600000000000000089e-01,3.530644799999999028e-02,2.792390940691209453e-03
2.620000000000000107e-01,3.605586399999999303e-02,2.745331560600309390e-03
2.640000000000000124e-01,3.387408699999999717e-02,2.737371606850346611e-03
2.660000000000000142e-01,3.336523900000004650e-02,2.715063936384269801e-03
2.680000000000000160e-01,3.148843800000000748e-02,2.710868963853424116e-03
2.700000000000000178e-01,3.175397699999998880e-02,2.677223962542290073e-03
2.720000000000000195e-01,3.043408699999999856e-02,2.658895859754990387e-03
2.740000000000000213e-01,2.993955200000003591e-02,2.620815788393118448e-03
2.760000000000000231e-01,2.970639400000002484e-02,2.589944771179790873e-03
2.780000000000000249e-01,2.966348699999998839e-02,2.582720974073117459e-03
2.800000000000000266e-01,2.879169100000000814e-02,2.574338468721168883e-03
2.819999999999999729e-01,2.765764300000000953e-02,2.572519151228456081e-03
2.839999999999999747e-01,2.704675099999998000e-02,2.611884051478224975e-03
2.859999999999999765e-01,2.829083500000001417e-02,2.633664412472404726e-03
2.879999999999999782e-01,2.625386100000004497e-02,2.585095252747712877e-03
2.899999999999999800e-01,2.709209200000001205e-02,2.567774113765105073e-03
2.919999999999999818e-01,2.762967300000002124e-02,2.532958156685220872e-03
2.939999999999999836e-01,2.373438199999999831e-02,2.526430397112993179e-03
2.959999999999999853e-01,2.692604599999998127e-02,2.497626160173679194e-03
2.979999999999999871e-01,2.595531899999997671e-02,2.503897891376438960e-03
2.999999999999999889e-01,2.684185900000002345e-02,2.088455266915740724e-03
3.039999999999999925e-01,2.463739100000000848e-02,1.756641240375363252e-03
3.079999999999999960e-01,2.412516700000000291e-02,1.727320182369044633e-03
3.119999999999999996e-01,2.264497500000001162e-02,1.713380275538545564e-03
3.160000000000000031e-01,2.431223700000001431e-02,1.692562297688327000e-03
3.200000000000000067e-01,2.235730699999999294e-02,1.711430628091104847e-03
3.240000000000000102e-01,2.067679199999999939e-02,1.677391628847942550e-03
3.280000000000000138e-01,2.033739800000000653e-02,1.660929305283523078e-03
3.320000000000000173e-01,2.055380100000003818e-02,1.635610768332660097e-03
3.360000000000000209e-01,2.034712999999999106e-02,1.624569883496628040e-03
3.400000000000000244e-01,1.968516300000000552e-02,1.602489725201312974e-03
3.439999999999999725e-01,2.043486999999999387e-02,1.593832054142296653e-03
3.479999999999999760e-01,1.955112700000000148e-02,1.583463136680860438e-03
3.519999999999999796e-01,2.043397700000004757e-02,1.582770607932730902e-03
3.559999999999999831e-01,1.863367100000001830e-02,1.642764196315464002e-03
3.599999999999999867e-01,1.849722100000000813e-02,1.669815492817352956e-03
3.639999999999999902e-01,1.942381599999998265e-02,1.686391478175768704e-03
3.679999999999999938e-01,1.821485299999997531e-02,1.662203300134257626e-03
3.719999999999999973e-01,1.962807399999999536e-02,1.616381479829077580e-03
3.760000000000000009e-01,2.048663900000002869e-02,1.613612641873877779e-03
3.800000000000000044e-01,2.083237799999998474e-02,1.613920842802913421e-03
3.840000000000000080e-01,2.103074500000001734e-02,1.605943072701045355e-03
3.880000000000000115e-01,2.435858699999998711e-02,1.626655987752279563e-03
3.920000000000000151e-01,2.563217100000003690e-02,1.647653009556759689e-03
3.960000000000000187e-01,2.579014099999998866e-02,1.644734521572215448e-03
4.000000000000000222e-01,2.428545300000001239e-02,1.642961751359136441e-03
4.040000000000000258e-01,2.603268800000002603e-02,1.642431726442735796e-03
4.079999999999999738e-01,2.444794499999997095e-02,1.629753016450976493e-03
4.119999999999999774e-01,2.366052499999998782e-02,1.614483691965782090e-03
4.159999999999999809e-01,2.326224999999998433e-02,1.587212408938029227e-03
4.199999999999999845e-01,2.065927600000000419e-02,1.574145817027338898e-03
4.239999999999999880e-01,2.031424400000003683e-02,1.590944794664968546e-03
4.279999999999999916e-01,1.994323199999997742e-02,1.600243853037137346e-03
4.319999999999999951e-01,1.843799499999998481e-02,1.613272720062633664e-03
4.359999999999999987e-01,1.709093100000003140e-02,1.609749730664876421e-03
4.400000000000000022e-01,1.616674300000003894e-02,1.600763782418661383e-03
4.440000000000000058e-01,1.720081800000000660e-02,1.594703014928071849e-03
4.480000000000000093e-01,1.934938499999999673e-02,1.605252788302017133e-03
4.520000000000000129e-01,1.867356400000003136e-02,1.606152161988444590e-03
4.560000000000000164e-01,1.879244499999999096e-02,1.605791324927486902e-03
4.600000000000000200e-01,1.731424399999997865e-02,1.606015119228210988e-03
4.640000000000000235e-01,1.972381000000000828e-02,1.615126304630790577e-03
4.680000000000000271e-01,2.064507400000004100e-02,1.621575702801515435e-03
4.719999999999999751e-01,1.906334700000000826e-02,1.623337879512585461e-03
4.759999999999999787e-01,2.028191699999998265e-02,1.647047933456362127e-03
4.799999999999999822e-01,2.047909199999997654e-02,1.729984303700375778e-03
4.839999999999999858e-01,1.927209900000004250e-02,1.785786272175221090e-03
4.879999999999999893e-01,2.131436399999997455e-02,1.793903496551680753e-03
4.919999999999999929e-01,2.125743199999996502e-02,1.727400332687847352e-03
4.959999999999999964e-01,2.341835400000003009e-02,1.712569564928162133e-03
5.000000000000000000e-01,2.390624499999999264e-02,1.695317143302160724e-03
5.040000000000000036e-01,2.166235999999999162e-02,1.692354673564817717e-03
5.080000000000000071e-01,2.297626099999999782e-02,1.689861103672854340e-03
5.120000000000000107e-01,2.274707300000000654e-02,1.699791323616920563e-03
5.160000000000000142e-01,2.414065200000004019e-02,1.702696754160945136e-03
5.200000000000000178e-01,2.368003200000001751e-02,1.699940560792001206e-03
5.240000000000000213e-01,2.353937200000000285e-02,1.694961567116887342e-03
5.280000000000000249e-01,2.482195700000000560e-02,1.692006666137737441e-03
5.320000000000000284e-01,2.600146999999997099e-02,1.690213632119384485e-03
5.360000000000000320e-01,2.524835999999996972e-02,1.702286670113595159e-03
5.400000000000000355e-01,2.486226600000002174e-02,1.701196411539507639e-03
5.440000000000000391e-01,2.677147800000001521e-02,1.780663548949199936e-03
5.480000000000000426e-01,2.800136300000000134e-02,1.750713184755985996e-03
5.520000000000000462e-01,2.415950999999999516e-02,1.739615397146946100e-03
5.560000000000000497e-01,2.704368700000003845e-02,1.715173450796057776e-03
5.600000000000000533e-01,2.763663600000004772e-02,1.693245625867360014e-03
5.639999999999999458e-01,2.813965100000004327e-02,1.697546454559753634e-03
5.679999999999999494e-01,2.911247599999999824e-02,1.701293695676919489e-03
5.719999999999999529e-01,2.768079000000001066e-02,1.697874574800955789e-03
5.759999999999999565e-01,3.018474500000001282e-02,1.696540707786969296e-03
5.799999999999999600e-01,2.992403500000001548e-02,1.702366349077400528e-03
5.839999999999999636e-01,2.853937899999997585e-02,1.703488703568956748e-03
5.879999999999999671e-01,2.892722699999999980e-02,1.707327656362304154e-03
5.919999999999999707e-01,3.024905899999996706e-02,1.708269276609388279e-03
5.959999999999999742e-01,2.910824600000000428e-02,1.702786578022234864e-03
5.999999999999999778e-01,3.079459799999995084e-02,1.798448074270047594e-03
6.039999999999999813e-01,3.133727099999999988e-02,1.886921851134381678e-03
6.079999999999999849e-01,3.244503399999998372e-02,1.965753680627484266e-03
6.119999999999999885e-01,3.135600500000002011e-02,1.882180316532379959e-03
6.159999999999999920e-01,3.160880799999998825e-02,1.821984453100539527e-03
6.199999999999999956e-01,3.179576400000000413e-02,1.806547464298346659e-03
6.239999999999999991e-01,3.303186399999996636e-02,1.800540386406099605e-03
6.280000000000000027e-01,3.269721799999997236e-02,1.800860089554074056e-03
6.320000000000000062e-01,3.420405199999998480e-02,1.798268831045442967e-03
6.360000000000000098e-01,3.154228500000000324e-02,1.792432190502625663e-03
6.400000000000000133e-01,3.516611499999999779e-02,1.778127952245970667e-03
6.440000000000000169e-01,3.326890099999996186e-02,1.749888102293399236e-03
6.480000000000000204e-01,3.377510499999997196e-02,1.744129955389448188e-03
6.520000000000000240e-01,3.387160100000002894e-02,1.747993234246061553e-03
6.560000000000000275e-01,3.408357499999997708e-02,1.745596719062623547e-03
6.600000000000000311e-01,3.317843500000000612e-02,1.745605080958386813e-03
6.640000000000000346e-01,3.362844100000000891e-02,1.822227364036487418e-03
6.680000000000000382e-01,3.486545400000001793e-02,1.800442134552235861e-03
6.720000000000000417e-01,3.612613399999997643e-02,1.792190054037903855e-03
6.760000000000000453e-01,3.510323500000001040e-02,1.785455781844107930e-03
6.800000000000000488e-01,3.317199100000001177e-02,1.770302787718057522e-03
6.840000000000000524e-01,3.546378799999999609e-02,1.772362650579558090e-03
6.879999999999999449e-01,3.621866600000001046e-02,1.767541224555122404e-03
6.919999999999999485e-01,3.743311299999996233e-02,1.768235824861031855e-03
6.959999999999999520e-01,3.480802599999999192e-02,1.757609263084814822e-03
6.999999999999999556e-01,3.655944599999999545e-02,1.759382450177438603e-03
7.039999999999999591e-01,3.699395600000005002e-02,1.765085885928244832e-03
7.079999999999999627e-01,3.489558200000003607e-02,1.762010234202290426e-03
7.119999999999999662e-01,3.693908100000004024e-02,1.765155262168859778e-03
7.159999999999999698e-01,3.603845599999999649e-02,1.761894902664241274e-03
7.199999999999999734e-01,3.659961699999997320e-02,1.845990965496767649e-03
7.239999999999999769e-01,3.556090200000000534e-02,1.985544192366383350e-03
7.279999999999999805e-01,3.893653000000002473e-02,2.083709902497742333e-03
7.319999999999999840e-01,3.329784299999999364e-02,2.010262995308534015e-03
7.359999999999999876e-01,3.650992599999997035e-02,1.898376245927873998e-03
7.399999999999999911e-01,3.784686399999998008e-02,1.850576457486439400e-03
7.439999999999999947e-01,3.642715499999998885e-02,1.832994735723051825e-03
7.479999999999999982e-01,3.455772000000001398e-02,1.834070202856507995e-03
7.520000000000000018e-01,3.512306900000000676e-02,1.814921218062062920e-03
7.560000000000000053e-01,3.331268799999997920e-02,1.817796852651055875e-03
7.600000000000000089e-01,3.661235699999998428e-02,1.817208534680901611e-03
7.640000000000000124e-01,3.492215900000000817e-02,1.814562233324400415e-03
7.680000000000000160e-01,3.631177200000001992e-02,1.810297611027138600e-03
7.720000000000000195e-01,3.461648900000002804e-02,1.815447734868818122e-03
7.760000000000000231e-01,3.548839700000000486e-02,1.811686492755397318e-03
7.800000000000000266e-01,3.438072300000000192e-02,1.811521238290621358e-03
7.840000000000000302e-01,3.398810200000002002e-02,1.867586741428890794e-03
7.880000000000000338e-01,3.589661700000001954e-02,1.889225275641111300e-03
7.920000000000000373e-01,3.518097800000002939e-02,1.845543921941309373e-03
7.960000000000000409e-01,3.669510400000003392e-02,1.832096252336844634e-03
8.000000000000000444e-01,3.385555600000000886e-02,1.829403059041438684e-03
8.040000000000000480e-01,3.447204799999997737e-02,1.822091390707060313e-03
8.080000000000000515e-01,3.297152000000003191e-02,1.820322630064443413e-03
8.120000000000000551e-01,3.227350300000003669e-02,1.819942238569642731e-03
8.159999999999999476e-01,3.151725900000001968e-02,1.817013038171414949e-03
8.199999999999999512e-01,3.198612800000000256e-02,1.812779999863891158e-03
8.199999999999999512e-01,3.140901232456115577e-02,1.359063089232725313e-02
8.239999999999999547e-01,3.162721400000001459e-02,1.805756593483525286e-03
8.249999999999999556e-01,3.265240386178446669e-02,7.507917139432052078e-03
8.279999999999999583e-01,2.950290499999996818e-02,1.812102760781569583e-03
8.299999999999999600e-01,3.035039686546861168e-02,6.420663087429665135e-03
8.319999999999999618e-01,3.106277900000004033e-02,1.809191173486677422e-03
8.349999999999999645e-01,2.991588480729672969e-02,5.999924240978412801e-03
8.359999999999999654e-01,3.013049800000000555e-02,1.794193348846759555e-03
8.399999999999999689e-01,2.955951886905689233e-02,5.616322484313485998e-03
8.399999999999999689e-01,2.863511300000004534e-02,1.869252300446321968e-03
8.439999999999999725e-01,2.887291999999996861e-02,2.048246055005755687e-03
8.449999999999999734e-01,2.861243694370266266e-02,5.342783204573799127e-03
8.479999999999999760e-01,2.871686899999997822e-02,2.196769488264866798e-03
8.499999999999999778e-01,2.902519865393258722e-02,5.003684406537001542e-03
8.519999999999999796e-01,2.981610100000003927e-02,2.342226604416751661e-03
8.549999999999999822e-01,2.830515236594146819e-02,4.826029630109603293e-03
8.559999999999999831e-01,2.935072599999999365e-02,2.526780810107572776e-03
8.599999999999999867e-01,2.765668100000001628e-02,2.722162481581881337e-03
8.599999999999999867e-01,2.800830494461912720e-02,4.656030457262690624e-03
8.649999999999999911e-01,2.821043585837900575e-02,4.543499040832115789e-03
8.699999999999999956e-01,2.619106031247103034e-02,4.432857269259433443e-03
8.750000000000000000e-01,2.550891138369393643e-02,4.242791082984338248e-03
8.800000000000000044e-01,2.578787245128968258e-02,4.186314296391368921e-03
8.850000000000000089e-01,2.496829218769382533e-02,4.121723852055495484e-03
8.900000000000000133e-01,2.547091881336158506e-02,4.049602933602169767e-03
8.950000000000000178e-01,2.482950896516630812e-02,4.024968479072049687e-03
9.000000000000000222e-01,2.493867909453742482e-02,3.902817546077353740e-03
9.050000000000000266e-01,2.523950946598812681e-02,3.845765182628439402e-03
9.100000000000000311e-01,2.405468418953718435e-02,3.798109808958091520e-03
9.150000000000000355e-01,2.316501340882385837e-02,3.741048430348619877e-03
9.200000000000000400e-01,2.325467821855573686e-02,3.730103534393000575e-03
9.250000000000000444e-01,2.371645944842521933e-02,3.638013559925437016e-03
9.300000000000000488e-01,2.334143613195206052e-02,3.589834500288316063e-03
9.350000000000000533e-01,2.208907807896466971e-02,3.557483415094902634e-03
9.399999999999999467e-01,2.225490923200719104e-02,3.532217812904866507e-03
9.449999999999999512e-01,2.140573579304974952e-02,3.489294548842939402e-03
9.499999999999999556e-01,2.155752640833157388e-02,3.469206652616856675e-03
9.549999999999999600e-01,2.115961122523164067e-02,3.428421106680872542e-03
9.599999999999999645e-01,2.086637808638232283e-02,3.403008329824542145e-03
9.649999999999999689e-01,2.024948066530975199e-02,3.389685226322085559e-03
9.699999999999999734e-01,2.026043600333133493e-02,3.366821016459562322e-03
9.749999999999999778e-01,1.971546521853979189e-02,3.358713814961607896e-03
9.799999999999999822e-01,1.996763340196879705e-02,3.322222061151903529e-03
9.849999999999999867e-01,1.995974082355069651e-02,3.291291938610358715e-03
9.899999999999999911e-01,1.964761027819505665e-02,3.290623494005872566e-03
9.949999999999999956e-01,1.833702920573546113e-02,3.250709177696445296e-03
1.000000000000000000e+00,1.854810260054043369e-02,3.265621187013759315e-03
