Q(A^-1),I(Q),I_err(Q)
4.294952159999999852e-02,1.239715985999999992e+00,2.120794396647746397e-02
4.417667780000000127e-02,1.230846831000000030e+00,2.049089269991330453e-02
4.543889639999999785e-02,1.208943316999999906e+00,1.982434781526313042e-02
4.673717919999999942e-02,1.179447796999999909e+00,1.865251248853304344e-02
4.807255660000000347e-02,1.169846516000000003e+00,1.812280623731757009e-02
4.944608849999999889e-02,1.129413554999999958e+00,1.734324093763723457e-02
5.085886509999999749e-02,1.117203415999999949e+00,1.649127281539608525e-02
5.231200750000000038e-02,1.077953914999999929e+00,1.602583980913879422e-02
5.380666919999999714e-02,1.060957912000000114e+00,1.542296257848357194e-02
5.534403649999999897e-02,1.024128066000000059e+00,1.543377030749803515e-02
5.692532959999999781e-02,1.011751507000000050e+00,1.533926183383024257e-02
5.855180339999999789e-02,9.770659640000001200e-01,1.410003155384926231e-02
6.022474900000000103e-02,9.680661489999999869e-01,1.343769674200702077e-02
6.194549399999999678e-02,9.237529149999998968e-01,1.267141380473297066e-02
6.371540430000000033e-02,8.984093930000001116e-01,1.200955551239779942e-02
6.553588450000000232e-02,8.763934449999999377e-01,1.144791233266340309e-02
6.740837959999999851e-02,8.436238069999999478e-01,1.091663263610948703e-02
6.933437580000000044e-02,8.294147730000001051e-01,1.082706183604101487e-02
7.131540159999999462e-02,7.963509579999998866e-01,1.048818998614659687e-02
7.335302940000000549e-02,7.631894159999998983e-01,9.933934655812888537e-03
7.544887640000000339e-02,7.382863760000000219e-01,9.266009102430415242e-03
7.760460610000000092e-02,7.073862420000001094e-01,8.782924334009727108e-03
7.982192949999999954e-02,6.833506789999999054e-01,8.333832966115388430e-03
8.210260630000000559e-02,6.580034559999999866e-01,7.975072614528596129e-03
8.444844679999999326e-02,6.238999399999999307e-01,7.560716462740621306e-03
8.686131269999999849e-02,6.026758020000000382e-01,7.191556351271138903e-03
8.934311920000000129e-02,5.797665060000000148e-01,6.801629077874256531e-03
9.189583599999999464e-02,5.553700089999999978e-01,6.498376986767999061e-03
9.452148920000000287e-02,5.325409740000000003e-01,6.230159612377327537e-03
9.722216270000000327e-02,5.095151399999999775e-01,5.924321292467985348e-03
1.000000000000000056e-01,4.859195920000000113e-01,6.131315202841701797e-03
1.019999999999999934e-01,4.718690290000000509e-01,6.550410750313716973e-03
1.039999999999999952e-01,4.535721249999999927e-01,6.532217144778401825e-03
1.059999999999999970e-01,4.350380939999999863e-01,6.430046603925271796e-03
1.079999999999999988e-01,4.225777130000000215e-01,6.349170095710431234e-03
1.100000000000000006e-01,4.060142529999999361e-01,6.097107787689272362e-03
1.120000000000000023e-01,3.952827450000000464e-01,6.278404862103862706e-03
1.140000000000000041e-01,3.851367350000000078e-01,6.331021446039523069e-03
1.160000000000000059e-01,3.678653709999999966e-01,6.315047262999092838e-03
1.179999999999999938e-01,3.528980549999999328e-01,6.268772185403548129e-03
1.199999999999999956e-01,3.445527149999999539e-01,6.263615104199080075e-03
1.219999999999999973e-01,3.281800680000000470e-01,6.202263854933546226e-03
1.239999999999999991e-01,3.260213460000000452e-01,5.848304511667971363e-03
1.260000000000000009e-01,3.055176880000000095e-01,5.601573990433672025e-03
1.280000000000000027e-01,2.920682399999999790e-01,5.468426825522566294e-03
1.300000000000000044e-01,2.929621550000000019e-01,5.334554394465392674e-03
1.320000000000000062e-01,2.778457680000000485e-01,5.205244352397067620e-03
1.340000000000000080e-01,2.716125890000000154e-01,5.077847876054161422e-03
1.360000000000000098e-01,2.633427580000000101e-01,4.990594639760574484e-03
1.380000000000000115e-01,2.555491299999999577e-01,4.889682604687011630e-03
1.400000000000000133e-01,2.438577599999999790e-01,4.944689278863361598e-03
1.419999999999999873e-01,2.395862689999999628e-01,5.166337278509229580e-03
1.439999999999999891e-01,2.299979560000000034e-01,5.183230587060693936e-03
1.459999999999999909e-01,2.215089270000000221e-01,5.007853759353045331e-03
1.479999999999999927e-01,2.144855449999999997e-01,4.739983675992287884e-03
1.499999999999999944e-01,2.096789780000000158e-01,4.620618863970322315e-03
1.519999999999999962e-01,2.043369959999999930e-01,4.473867618344739422e-03
1.539999999999999980e-01,2.000321259999999768e-01,4.434370580688946559e-03
1.559999999999999998e-01,1.906332119999999963e-01,4.332259104395491146e-03
1.580000000000000016e-01,1.893183479999999697e-01,4.278912641780241964e-03
1.600000000000000033e-01,1.822233089999999445e-01,4.199900780112919910e-03
1.620000000000000051e-01,1.727351699999999379e-01,4.183064617869396498e-03
1.640000000000000069e-01,1.724356869999999486e-01,4.118781008218260452e-03
1.660000000000000087e-01,1.664203370000000293e-01,4.072178502436935889e-03
1.680000000000000104e-01,1.630338299999999907e-01,4.020734655275026714e-03
1.700000000000000122e-01,1.569148470000000239e-01,3.957456969164869706e-03
1.719999999999999862e-01,1.542963470000000004e-01,3.921301021375475475e-03
1.739999999999999880e-01,1.509401159999999575e-01,3.869486567992789627e-03
1.759999999999999898e-01,1.474844049999999851e-01,3.854214715584868174e-03
1.779999999999999916e-01,1.435327260000000549e-01,4.050035459731222282e-03
1.799999999999999933e-01,1.417924449999999892e-01,3.970651335629753545e-03
1.819999999999999951e-01,1.385677410000000220e-01,3.837127221700797116e-03
1.839999999999999969e-01,1.338692439999999984e-01,3.725844739078197805e-03
1.859999999999999987e-01,1.320199399999999468e-01,3.682895105471579219e-03
1.880000000000000004e-01,1.285026290000000349e-01,3.645620651110339280e-03
1.900000000000000022e-01,1.282121159999999871e-01,3.607995991436919233e-03
1.920000000000000040e-01,1.265561130000000256e-01,3.598719917780825953e-03
1.940000000000000058e-01,1.211121110000000223e-01,3.551740938451028971e-03
1.960000000000000075e-01,1.222996969999999850e-01,3.533034975119887181e-03
1.980000000000000093e-01,1.150979790000000169e-01,3.496894367428895860e-03
2.000000000000000111e-01,1.154244110000000045e-01,3.446053150915321609e-03
2.020000000000000129e-01,1.154364720000000122e-01,3.416565917505097385e-03
2.039999999999999869e-01,1.113926179999999988e-01,3.394034975405958460e-03
2.059999999999999887e-01,1.089512620000000487e-01,3.355926935053985590e-03
2.079999999999999905e-01,1.066618190000000466e-01,3.321977290142998432e-03
2.099999999999999922e-01,1.088389620000000391e-01,3.300130034427735913e-03
2.119999999999999940e-01,1.057761289999999410e-01,3.252533613794883569e-03
2.139999999999999958e-01,1.044785030000000003e-01,3.323244834110182337e-03
2.159999999999999976e-01,1.021874939999999898e-01,3.307717066631996744e-03
2.179999999999999993e-01,1.014030730000000657e-01,3.247495801185550177e-03
2.200000000000000011e-01,1.007233029999999863e-01,3.196446102613075511e-03
2.220000000000000029e-01,9.803785299999995262e-02,3.192370959654806072e-03
2.240000000000000047e-01,9.740329800000002702e-02,3.156281407508983953e-03
2.260000000000000064e-01,9.653802899999996967e-02,3.117209312675356218e-03
2.280000000000000082e-01,9.542273800000000694e-02,3.079298143458223010e-03
2.300000000000000100e-01,9.157240799999999403e-02,3.083215152710578819e-03
2.320000000000000118e-01,9.069544300000004222e-02,3.060861076692411760e-03
2.340000000000000135e-01,8.786451899999997428e-02,3.148875815800935250e-03
2.359999999999999876e-01,9.072691999999998869e-02,3.193775000409028106e-03
2.379999999999999893e-01,8.932978600000002212e-02,3.219218780999073392e-03
2.399999999999999911e-01,8.939250999999998060e-02,3.235080427690608610e-03
2.419999999999999929e-01,8.701742200000001093e-02,3.265095155872045282e-03
2.439999999999999947e-01,8.621501799999997662e-02,3.257848890641164806e-03
2.459999999999999964e-01,8.466046099999996466e-02,3.137526199491078895e-03
2.479999999999999982e-01,8.315015399999997614e-02,3.140166224639823461e-03
2.500000000000000000e-01,8.736957699999997606e-02,3.124948918100712431e-03
2.520000000000000018e-01,8.614356100000003513e-02,3.098704551341626735e-03
2.540000000000000036e-01,8.340436699999997927e-02,3.026681975809252228e-03
2.560000000000000053e-01,8.214323600000000836e-02,2.997183432401319663e-03
2.580000000000000071e-01,8.130383699999998992e-02,2.956151610147570667e-03
2.600000000000000089e-01,8.041827499999998352e-02,2.943711818715887951e-03
2.620000000000000107e-01,8.083535999999996724e-02,2.906373554887997819e-03
2.640000000000000124e-01,7.821794799999998160e-02,2.893977087847170344e-03
2.660000000000000142e-01,7.676518500000001355e-02,2.857869490571461352e-03
2.680000000000000160e-01,7.838971700000002540e-02,2.851218077576427902e-03
2.700000000000000178e-01,7.638028299999999327e-02,2.820256117980597232e-03
2.720000000000000195e-01,7.569013499999999173e-02,2.799020016816455934e-03
2.740000000000000213e-01,7.650328000000000683e-02,2.763496653207293211e-03
2.760000000000000231e-01,7.395293599999996914e-02,2.738176059480627606e-03
2.780000000000000249e-01,7.214499099999999165e-02,2.722969148184456456e-03
2.800000000000000266e-01,7.503001100000000756e-02,2.711484506351351589e-03
2.819999999999999729e-01,7.155617199999997347e-02,2.715613327261823945e-03
2.839999999999999747e-01,7.087543799999995731e-02,2.748636055904825522e-03
2.859999999999999765e-01,7.238286100000002055e-02,2.758904001392808569e-03
2.879999999999999782e-01,7.211247000000003959e-02,2.708652452810821586e-03
2.899999999999999800e-01,7.199749899999996483e-02,2.695911442005800504e-03
2.919999999999999818e-01,7.284800099999999556e-02,2.661965476780280265e-03
2.939999999999999836e-01,7.000069999999997128e-02,2.649646175809346974e-03
2.959999999999999853e-01,7.122805599999998405e-02,2.624201714113849702e-03
2.979999999999999871e-01,6.729203799999999847e-02,2.633059122730488193e-03
2.999999999999999889e-01,6.719188500000000674e-02,2.193124708467345408e-03
3.039999999999999925e-01,6.698807799999995094e-02,1.852299612427542883e-03
3.079999999999999960e-01,6.616180399999999073e-02,1.814295632837322966e-03
3.119999999999999996e-01,6.451154300000000452e-02,1.792934934598797809e-03
3.160000000000000031e-01,6.416571600000003928e-02,1.778264949806533223e-03
3.200000000000000067e-01,6.374403600000000392e-02,1.799916435663610585e-03
3.240000000000000102e-01,6.462958899999998730e-02,1.761178244010971547e-03
3.280000000000000138e-01,6.118560800000000244e-02,1.739374705090157396e-03
3.320000000000000173e-01,6.032843700000001252e-02,1.713956698812361479e-03
3.360000000000000209e-01,5.999213700000000093e-02,1.701479437992919376e-03
3.400000000000000244e-01,5.947966199999998871e-02,1.678760240515123504e-03
3.439999999999999725e-01,5.982666899999999899e-02,1.666943828858453817e-03
3.479999999999999760e-01,5.676734899999996697e-02,1.652194295201267352e-03
3.519999999999999796e-01,5.844980599999999304e-02,1.653896607321133239e-03
3.559999999999999831e-01,5.716206899999998203e-02,1.716121103379192716e-03
3.599999999999999867e-01,5.730252299999999410e-02,1.743220664307225084e-03
3.639999999999999902e-01,5.717900200000003430e-02,1.758848601601978225e-03
3.679999999999999938e-01,5.612425900000000967e-02,1.732286821652067330e-03
3.719999999999999973e-01,5.630843599999996174e-02,1.685142359281867211e-03
3.760000000000000009e-01,5.743885399999998365e-02,1.679436153892808516e-03
3.800000000000000044e-01,5.520648000000000222e-02,1.676702327042825296e-03
3.840000000000000080e-01,5.877918599999998328e-02,1.670342250888901892e-03
3.880000000000000115e-01,5.865131800000000784e-02,1.685574661589213765e-03
3.920000000000000151e-01,6.045524199999996462e-02,1.710584484153486202e-03
3.960000000000000187e-01,5.932743099999998604e-02,1.703427495217968825e-03
4.000000000000000222e-01,6.002205799999998925e-02,1.703939962793358728e-03
4.040000000000000258e-01,5.945541900000000934e-02,1.698930625026319951e-03
4.079999999999999738e-01,6.022881800000001729e-02,1.686230415860383823e-03
4.119999999999999774e-01,5.836124799999997670e-02,1.669768056082829646e-03
4.159999999999999809e-01,5.470616600000000052e-02,1.640688636410111631e-03
4.199999999999999845e-01,5.299050599999999278e-02,1.626824519924687526e-03
4.239999999999999880e-01,5.048924599999998764e-02,1.646267847233154379e-03
4.279999999999999916e-01,5.159004100000003090e-02,1.654169439859460742e-03
4.319999999999999951e-01,4.989266500000000271e-02,1.664305821561264803e-03
4.359999999999999987e-01,5.034956699999998397e-02,1.665904974006967481e-03
4.400000000000000022e-01,4.963695200000001195e-02,1.652487283693583175e-03
4.440000000000000058e-01,5.020448799999999157e-02,1.644376392900038153e-03
4.480000000000000093e-01,4.740141799999997296e-02,1.655503328512674972e-03
4.520000000000000129e-01,4.906146100000002841e-02,1.656655243135699007e-03
4.560000000000000164e-01,4.724423700000002224e-02,1.652080902866920765e-03
4.600000000000000200e-01,4.668660499999999214e-02,1.651948356327851645e-03
4.640000000000000235e-01,4.871925199999999068e-02,1.660197414832801982e-03
4.680000000000000271e-01,4.905497500000000066e-02,1.665003527322292138e-03
4.719999999999999751e-01,4.848011600000001753e-02,1.670730837928366928e-03
4.759999999999999787e-01,4.720253899999998781e-02,1.690571140087533458e-03
4.799999999999999822e-01,4.658044099999997245e-02,1.776746788811486887e-03
4.839999999999999858e-01,4.705249599999999921e-02,1.831259416073276539e-03
4.879999999999999893e-01,4.812312099999999093e-02,1.838646005587011309e-03
4.919999999999999929e-01,4.916985399999995732e-02,1.772814789443035626e-03
4.959999999999999964e-01,4.695657500000000040e-02,1.754875356622876770e-03
5.000000000000000000e-01,4.699694000000004257e-02,1.737954410080385769e-03
5.040000000000000036e-01,4.568852600000000708e-02,1.733876351247911262e-03
5.080000000000000071e-01,4.641913100000000236e-02,1.727473579341738414e-03
5.120000000000000107e-01,4.459439399999998166e-02,1.738017341997376503e-03
5.160000000000000142e-01,4.602213300000002061e-02,1.738244840030115030e-03
5.200000000000000178e-01,4.650430499999996803e-02,1.731344968084885588e-03
5.240000000000000213e-01,4.600392899999999896e-02,1.730366782976589923e-03
5.280000000000000249e-01,4.507856599999998659e-02,1.724677204170478248e-03
5.320000000000000284e-01,4.621605400000000641e-02,1.722451575978451192e-03
5.360000000000000320e-01,4.471020699999994630e-02,1.733100515658313580e-03
5.400000000000000355e-01,4.500054100000000501e-02,1.734194170072050943e-03
5.440000000000000391e-01,4.455618799999999657e-02,1.809227236319500267e-03
5.480000000000000426e-01,4.460406199999999988e-02,1.774953815064343179e-03
5.520000000000000462e-01,4.574297499999996353e-02,1.762372536057705283e-03
5.560000000000000497e-01,4.296428099999999306e-02,1.737175298964416031e-03
5.600000000000000533e-01,4.442908899999997718e-02,1.711798545619692925e-03
5.639999999999999458e-01,4.527507899999999585e-02,1.717913638844165451e-03
5.679999999999999494e-01,4.222385699999997577e-02,1.719829452044559313e-03
5.719999999999999529e-01,4.298269900000001309e-02,1.715487734698494882e-03
5.759999999999999565e-01,4.454575599999999191e-02,1.708483137583226069e-03
5.799999999999999600e-01,4.250243500000000507e-02,1.715139221088992239e-03
5.839999999999999636e-01,4.333696600000003230e-02,1.714485920889730975e-03
5.879999999999999671e-01,4.052220600000000506e-02,1.719520479841192160e-03
5.919999999999999707e-01,3.978244999999996923e-02,1.718828740057440178e-03
5.959999999999999742e-01,4.237491700000001194e-02,1.709050244083140137e-03
5.999999999999999778e-01,4.151508599999997884e-02,1.806315786585392267e-03
6.039999999999999813e-01,4.039314700000001812e-02,1.897751168418404478e-03
6.079999999999999849e-01,4.123778299999997232e-02,1.971326265069830910e-03
6.119999999999999885e-01,3.967854399999998227e-02,1.884011180679037376e-03
6.159999999999999920e-01,4.015352799999999389e-02,1.826139850133792417e-03
6.199999999999999956e-01,3.899945100000001830e-02,1.801264651583819789e-03
6.239999999999999991e-01,3.740094299999996430e-02,1.792834068444692282e-03
6.280000000000000027e-01,3.753044099999996996e-02,1.793047023610405384e-03
6.320000000000000062e-01,3.761921099999998575e-02,1.792978270542881260e-03
6.360000000000000098e-01,3.796861800000000953e-02,1.786558434137596471e-03
6.400000000000000133e-01,3.742437700000000866e-02,1.766783159657051754e-03
6.440000000000000169e-01,3.565436700000002013e-02,1.743817262255287085e-03
6.480000000000000204e-01,3.639013599999996185e-02,1.730060993751072161e-03
6.520000000000000240e-01,3.392748900000003287e-02,1.735087841069590233e-03
6.560000000000000275e-01,3.507048199999995841e-02,1.729872513887623130e-03
6.600000000000000311e-01,3.490757900000002190e-02,1.730950817790767376e-03
6.640000000000000346e-01,3.618215000000002401e-02,1.801526480154406595e-03
6.680000000000000382e-01,3.331870599999997573e-02,1.781846519365660629e-03
6.720000000000000417e-01,3.373452399999998796e-02,1.766972015422064784e-03
6.760000000000000453e-01,3.315784400000004739e-02,1.762027487086518683e-03
6.800000000000000488e-01,3.193537099999999018e-02,1.741520935110581507e-03
6.840000000000000524e-01,2.985778199999999938e-02,1.747064894495943240e-03
6.879999999999999449e-01,3.133825699999998049e-02,1.734789325059375720e-03
6.919999999999999485e-01,3.031492500000004808e-02,1.735005180745834283e-03
6.959999999999999520e-01,2.820640199999996378e-02,1.730270834585896384e-03
6.999999999999999556e-01,2.980918999999998542e-02,1.728789428586743893e-03
7.039999999999999591e-01,2.827631299999999737e-02,1.728391650340064698e-03
7.079999999999999627e-01,2.803992500000002108e-02,1.731387405522663006e-03
7.119999999999999662e-01,2.753622699999996870e-02,1.731208162686714500e-03
7.159999999999999698e-01,2.892368400000000506e-02,1.725395965132973334e-03
7.199999999999999734e-01,2.787842699999998342e-02,1.809085958387496957e-03
7.239999999999999769e-01,2.740295500000000661e-02,1.948132304543521683e-03
7.279999999999999805e-01,3.004763599999998869e-02,2.037008642490925787e-03
7.319999999999999840e-01,2.560726299999999123e-02,1.968306612298710827e-03
7.359999999999999876e-01,2.736553600000002362e-02,1.850089157347363077e-03
7.399999999999999911e-01,2.515481699999999599e-02,1.802921358070179707e-03
7.439999999999999947e-01,2.606266099999998698e-02,1.785574570122675474e-03
7.479999999999999982e-01,2.509068599999997318e-02,1.786024858360525224e-03
7.520000000000000018e-01,2.295617199999999691e-02,1.772481856837103886e-03
7.560000000000000053e-01,2.483604000000000367e-02,1.771093501993035091e-03
7.600000000000000089e-01,2.364563599999996990e-02,1.767423508086273312e-03
7.640000000000000124e-01,2.341842399999999325e-02,1.765052332010757889e-03
7.680000000000000160e-01,2.256236499999997314e-02,1.758726603238155127e-03
7.720000000000000195e-01,2.459349699999996419e-02,1.762563889475445315e-03
7.760000000000000231e-01,2.198217899999999059e-02,1.761612039354879455e-03
7.800000000000000266e-01,2.061064899999998090e-02,1.755126614014056912e-03
7.840000000000000302e-01,2.247228499999998075e-02,1.817731725452372601e-03
7.880000000000000338e-01,2.148951900000001247e-02,1.834644590770600483e-03
7.920000000000000373e-01,2.184919300000004450e-02,1.791254067313875981e-03
7.960000000000000409e-01,2.139573999999999643e-02,1.775247221730334810e-03
8.000000000000000444e-01,2.128983600000000642e-02,1.774708638471097014e-03
8.040000000000000480e-01,2.094083000000002137e-02,1.772980414486445555e-03
8.080000000000000515e-01,2.025772199999997802e-02,1.769382065886120027e-03
8.120000000000000551e-01,1.969949900000000920e-02,1.765965630532736032e-03
8.159999999999999476e-01,1.874740899999999266e-02,1.763983604738809377e-03
8.199999999999999512e-01,1.902635353966367765e-02,1.032300151695602318e-02
8.199999999999999512e-01,2.189730400000000632e-02,1.761583243675677452e-03
8.239999999999999547e-01,1.813164999999999916e-02,1.755865946515253011e-03
8.249999999999999556e-01,1.927086724129228185e-02,5.675220633096326149e-03
8.279999999999999583e-01,1.737581799999998733e-02,1.755718467864497223e-03
8.299999999999999600e-01,1.867549540324187768e-02,4.859118498514039888e-03
8.319999999999999618e-01,1.768545100000001868e-02,1.759035453478820623e-03
8.349999999999999645e-01,1.819844387094211521e-02,4.546028124403945180e-03
8.359999999999999654e-01,1.727097599999999344e-02,1.742013928403247014e-03
8.399999999999999689e-01,1.836503585851129161e-02,4.254267416672349346e-03
8.399999999999999689e-01,1.848222399999999155e-02,1.813666335461723523e-03
8.439999999999999725e-01,1.728799000000003083e-02,1.988363013853953511e-03
8.449999999999999734e-01,1.854996475013368298e-02,4.049903156566420082e-03
8.479999999999999760e-01,1.739373499999996575e-02,2.137404072273640498e-03
8.499999999999999778e-01,1.838891113446876682e-02,3.779711081635241804e-03
8.519999999999999796e-01,1.691817899999997765e-02,2.267477423838356286e-03
8.549999999999999822e-01,1.699809526759901712e-02,3.655858923081455134e-03
8.559999999999999831e-01,1.940833599999997050e-02,2.454614800546882619e-03
8.599999999999999867e-01,1.963907100000000794e-02,2.647849452400785966e-03
8.599999999999999867e-01,1.738288802505632766e-02,3.516886677967754737e-03
8.649999999999999911e-01,1.670207971350114867e-02,3.444829191061053210e-03
8.699999999999999956e-01,1.643882906224695267e-02,3.359688210523467146e-03
8.750000000000000000e-01,1.656142349971529218e-02,3.223561224170345269e-03
8.800000000000000044e-01,1.536728147776113967e-02,3.174381877006239756e-03
8.850000000000000089e-01,1.620191044221002200e-02,3.127284195783482882e-03
8.900000000000000133e-01,1.559567061627089440e-02,3.069980320294820111e-03
8.950000000000000178e-01,1.580484225596873182e-02,3.053638473562140902e-03
9.000000000000000222e-01,1.506737466613558910e-02,2.966564841846799395e-03
9.050000000000000266e-01,1.512292669648182541e-02,2.920718724228989378e-03
9.100000000000000311e-01,1.507034429451801355e-02,2.878502785779444781e-03
9.150000000000000355e-01,1.489877591786691220e-02,2.840816044884252479e-03
9.200000000000000400e-01,1.497714864724244629e-02,2.823684834966538534e-03
9.250000000000000444e-01,1.461469188855418766e-02,2.765302801060499482e-03
9.300000000000000488e-01,1.484016025886314080e-02,2.726463956950373694e-03
9.350000000000000533e-01,1.549563118641720735e-02,2.705152874825434046e-03
9.399999999999999467e-01,1.421812242095399012e-02,2.687287460519746044e-03
9.449999999999999512e-01,1.404440539853561709e-02,2.657416018415866173e-03
9.499999999999999556e-01,1.429169149582654348e-02,2.639147115327464699e-03
9.549999999999999600e-01,1.405799215837756633e-02,2.610183978197063576e-03
9.599999999999999645e-01,1.433181468758046827e-02,2.591259656385241136e-03
9.649999999999999689e-01,1.388189058216559961e-02,2.587774439811218411e-03
9.699999999999999734e-01,1.344556934185216733e-02,2.566967295200913487e-03
9.749999999999999778e-01,1.373098048991390138e-02,2.560055553148131349e-03
9.799999999999999822e-01,1.362492302362467052e-02,2.528754800015946529e-03
9.849999999999999867e-01,1.295714196158661777e-02,2.507299326331578239e-03
9.899999999999999911e-01,1.366835155902925911e-02,2.508507042583879229e-03
9.949999999999999956e-01,1.275105180243250869e-02,2.478394027993894612e-03
1.000000000000000000e+00,1.319771477426817316e-02,2.497393395141834713e-03
1.004999999999999893e+00,1.291345385930263781e-02,2.473476135101299565e-03
1.010000000000000009e+00,1.265874369105569885e-02,2.477668324140073867e-03
1.014999999999999902e+00,1.250447839689926462e-02,2.478867310728697596e-03
1.020000000000000018e+00,1.261207389278641566e-02,2.486014824220103992e-03
1.024999999999999911e+00,1.274725415956111385e-02,2.484383852686289796e-03
1.030000000000000027e+00,1.255017001614738836e-02,2.481946426800318243e-03
1.034999999999999920e+00,1.282016711523537716e-02,2.475570497290153354e-03
1.040000000000000036e+00,1.266903281962475369e-02,2.482892671449218706e-03
1.044999999999999929e+00,1.256893572840541047e-02,2.489750282853720690e-03
1.050000000000000044e+00,1.257120339430864084e-02,2.513315067351667553e-03
1.054999999999999938e+00,1.259841445512561130e-02,2.477040261479498441e-03
1.060000000000000053e+00,1.235435816555000878e-02,2.485752050571853923e-03
1.064999999999999947e+00,1.207982716371373659e-02,2.492430372471972442e-03
1.070000000000000062e+00,1.220710827706088068e-02,2.502363577119413960e-03
1.074999999999999956e+00,1.223806678224323256e-02,2.527336543537667384e-03
1.080000000000000071e+00,1.226868462716220083e-02,2.513463221132281392e-03
1.084999999999999964e+00,1.156839471322287233e-02,2.682360759412101732e-03
1.090000000000000080e+00,1.151373099001313377e-02,2.761246898705353812e-03
1.094999999999999973e+00,1.171040798793024536e-02,2.697035322556648896e-03
1.100000000000000089e+00,1.176066789805815978e-02,2.684412567659139482e-03
