Q(A^-1),I(Q),I_err(Q)
1.104999999999999982e+00,1.141573303969256256e-02,3.851153457527224828e-03
1.110000000000000098e+00,1.246641873212893208e-02,3.872504935054779402e-03
1.114999999999999991e+00,1.125557967842203029e-02,3.900749480520980007e-03
1.120000000000000107e+00,1.141666476800044100e-02,3.921287277027097305e-03
1.125000000000000000e+00,1.214733761889020235e-02,3.959656894949075551e-03
1.129999999999999893e+00,1.072328611487334202e-02,3.939447993011158111e-03
1.135000000000000009e+00,1.124255081760954129e-02,3.948240025308278472e-03
1.139999999999999902e+00,1.102185888293187935e-02,3.980879247478398553e-03
1.145000000000000018e+00,1.187415594545071680e-02,4.038312014278025441e-03
1.149999999999999911e+00,1.205042402051705736e-02,4.053797961465532666e-03
1.155000000000000027e+00,1.092044913548843865e-02,4.067167777713454405e-03
1.159999999999999920e+00,1.200702517825688598e-02,4.078186230801735500e-03
1.165000000000000036e+00,1.157167820832675532e-02,4.139844351721122875e-03
1.169999999999999929e+00,1.089947951768880513e-02,4.150696647174777903e-03
1.175000000000000044e+00,1.183748416835687586e-02,4.207042373675732964e-03
1.179999999999999938e+00,9.905582607509401741e-03,4.183554511810199175e-03
1.185000000000000053e+00,1.141503977495052224e-02,4.239813657972160525e-03
1.189999999999999947e+00,1.105177855219727570e-02,4.231101655548414296e-03
1.195000000000000062e+00,1.050369095309091477e-02,4.308544670048729264e-03
1.199999999999999956e+00,1.073024357708826995e-02,4.327137591156611507e-03
1.205000000000000071e+00,1.002214371240167483e-02,4.336301181648074057e-03
1.209999999999999964e+00,1.057250171707941992e-02,4.358755869798545436e-03
1.215000000000000080e+00,1.070715513132256165e-02,4.438577757717479012e-03
1.219999999999999973e+00,1.189181861022131810e-02,4.462580881530637394e-03
1.225000000000000089e+00,1.109031672540036241e-02,4.513741414751698197e-03
1.229999999999999982e+00,1.092533452819280729e-02,4.461100577985858788e-03
1.235000000000000098e+00,1.153467023520333458e-02,4.517281510683524709e-03
1.239999999999999991e+00,1.033760738006019031e-02,4.553051512204198126e-03
1.245000000000000107e+00,1.140048543092017121e-02,4.629139688767007835e-03
1.250000000000000000e+00,1.187588010653100982e-02,4.604149343465692608e-03
1.254999999999999893e+00,1.150309291944416092e-02,4.678896806079767268e-03
1.260000000000000009e+00,1.109275251736078528e-02,4.684238780388500639e-03
1.264999999999999902e+00,1.077557430463951631e-02,4.741515485377613935e-03
1.270000000000000018e+00,1.124266584523306474e-02,4.816375096139567137e-03
1.274999999999999911e+00,1.160795247018842243e-02,4.815244476176362004e-03
1.280000000000000027e+00,1.043056544552161367e-02,4.831544617501481488e-03
1.284999999999999920e+00,1.158698314861679457e-02,4.904641002935012858e-03
1.290000000000000036e+00,1.057080806748642195e-02,4.933760332701600353e-03
1.294999999999999929e+00,9.940384091956045234e-03,4.951179450680559709e-03
1.300000000000000044e+00,1.062672701030746743e-02,4.975360266114526100e-03
1.304999999999999938e+00,1.084696653641990284e-02,5.014545972327293794e-03
1.310000000000000053e+00,1.105009839237312309e-02,5.087082788206788615e-03
1.314999999999999947e+00,1.013820403241232938e-02,5.120073102700751708e-03
1.320000000000000062e+00,1.146194889660358610e-02,5.180544184023486154e-03
1.324999999999999956e+00,1.125931600259012268e-02,5.188906510688900096e-03
1.330000000000000071e+00,1.209469960660498541e-02,5.244318445570906977e-03
1.334999999999999964e+00,1.222860581981747435e-02,5.314942579421415812e-03
1.340000000000000080e+00,1.152846683283737482e-02,5.380765818515069118e-03
1.344999999999999973e+00,1.296765962254990516e-02,5.404354502674943439e-03
1.350000000000000089e+00,1.129620935825194523e-02,5.424410922924336083e-03
1.354999999999999982e+00,1.301637233996946232e-02,5.637403923396980439e-03
1.360000000000000098e+00,1.182394388124049373e-02,6.086397542460579395e-03
1.364999999999999991e+00,1.060325116663614516e-02,6.456326032588968929e-03
1.370000000000000107e+00,1.098995384782218941e-02,6.665288089636276815e-03
1.375000000000000000e+00,1.124303446683876800e-02,6.989598356560856006e-03
1.379999999999999893e+00,1.268781974556820735e-02,7.394685970512181704e-03
1.385000000000000009e+00,1.092970229659132562e-02,7.603115867955742568e-03
1.389999999999999902e+00,1.043935396156287290e-02,7.929545615793669178e-03
1.395000000000000018e+00,1.025417053928399588e-02,8.310191248238542328e-03
1.399999999999999911e+00,1.309960665191881903e-02,8.641771114082425279e-03
1.405000000000000027e+00,1.187086049974138240e-02,8.945341759460247177e-03
1.409999999999999920e+00,1.094343378750903609e-02,8.489557416823787298e-03
