Q(A^-1),I(Q),I_err(Q)
1.004999999999999893e+00,2.370618273272999399e-02,2.835276122478856339e-03
1.010000000000000009e+00,2.220267502135452736e-02,2.847615249078608822e-03
1.014999999999999902e+00,2.324426351752038183e-02,2.851178727449066481e-03
1.020000000000000018e+00,2.266744152979636995e-02,2.855407376937822879e-03
1.024999999999999911e+00,2.280841737819183299e-02,2.848885046047462070e-03
1.030000000000000027e+00,2.237009989148858527e-02,2.852558700429352369e-03
1.034999999999999920e+00,2.321427420776955852e-02,2.843047979418522869e-03
1.040000000000000036e+00,2.262611389788573776e-02,2.860038394491347651e-03
1.044999999999999929e+00,2.224883512553680123e-02,2.861857929378245138e-03
1.050000000000000044e+00,2.258936458435406580e-02,2.881225100899219814e-03
1.054999999999999938e+00,2.254449928818092960e-02,2.846183159804095697e-03
1.060000000000000053e+00,2.272583945251810053e-02,2.858766211366106907e-03
1.064999999999999947e+00,2.211636754785299697e-02,2.865281127439474242e-03
1.070000000000000062e+00,2.157731466271951490e-02,2.871911858245689356e-03
1.074999999999999956e+00,2.288484038675395529e-02,2.901842182709116029e-03
1.080000000000000071e+00,2.285517552240120751e-02,2.889682966884189221e-03
1.084999999999999964e+00,2.215185613713424942e-02,3.088022380373245650e-03
1.090000000000000080e+00,2.241803342561120987e-02,3.178816310876700791e-03
1.094999999999999973e+00,2.246577517612092026e-02,3.101894388599919176e-03
1.100000000000000089e+00,2.207109984343204323e-02,3.084954788259628138e-03
1.104999999999999982e+00,2.308101818079084933e-02,3.082321474821788070e-03
1.110000000000000098e+00,2.310889414757377400e-02,3.084131970854445386e-03
1.114999999999999991e+00,2.298474460625049218e-02,3.116898639002628479e-03
1.120000000000000107e+00,2.374738202579550553e-02,3.133982543098340606e-03
1.125000000000000000e+00,2.290514835977253486e-02,3.157581727691803099e-03
1.129999999999999893e+00,2.293716610295158664e-02,3.148525300117422342e-03
1.135000000000000009e+00,2.283761783883831234e-02,3.159561876652612882e-03
1.139999999999999902e+00,2.358162666012350583e-02,3.186748627776780311e-03
1.145000000000000018e+00,2.358066556809487041e-02,3.219390714289966943e-03
1.149999999999999911e+00,2.411593235734635701e-02,3.232022884412913757e-03
1.155000000000000027e+00,2.372415256989698906e-02,3.254755430880915817e-03
1.159999999999999920e+00,2.364952805433237493e-02,3.251827528277669542e-03
1.165000000000000036e+00,2.350778397200916151e-02,3.310518642146961180e-03
1.169999999999999929e+00,2.428836251740250710e-02,3.323682111231138128e-03
1.175000000000000044e+00,2.430202910511708794e-02,3.363769950729863720e-03
1.179999999999999938e+00,2.453640112416881347e-02,3.353862675358425423e-03
1.185000000000000053e+00,2.483788233992053479e-02,3.391848895618290293e-03
1.189999999999999947e+00,2.595754585744557488e-02,3.393727983551445178e-03
1.195000000000000062e+00,2.578045794186328149e-02,3.459824002697270157e-03
1.199999999999999956e+00,2.566846830620582443e-02,3.471556568318877409e-03
1.205000000000000071e+00,2.523810320509977528e-02,3.478280113371183362e-03
1.209999999999999964e+00,2.541257671647568009e-02,3.501340978301454090e-03
1.215000000000000080e+00,2.552976974765561180e-02,3.555910326724343127e-03
1.219999999999999973e+00,2.624902566398320744e-02,3.574562811256871021e-03
1.225000000000000089e+00,2.671091361908864079e-02,3.615316787488989745e-03
1.229999999999999982e+00,2.704364731767479671e-02,3.577957163562578077e-03
1.235000000000000098e+00,2.757755587913733944e-02,3.625143866870329367e-03
1.239999999999999991e+00,2.697338997110419398e-02,3.654925474796035662e-03
1.245000000000000107e+00,2.730103252068109138e-02,3.715494109015836030e-03
1.250000000000000000e+00,2.756082592615137147e-02,3.681718548029175482e-03
1.254999999999999893e+00,2.749255140973945119e-02,3.755879011893892283e-03
1.260000000000000009e+00,2.820751017370930203e-02,3.757923336382467706e-03
1.264999999999999902e+00,2.839234814630085466e-02,3.810621093053641762e-03
1.270000000000000018e+00,2.888029883221687050e-02,3.864980712967577402e-03
1.274999999999999911e+00,2.881905561531036830e-02,3.861220866644729782e-03
1.280000000000000027e+00,2.930498576403541000e-02,3.885088493483406565e-03
1.284999999999999920e+00,3.030561852607708412e-02,3.924922602350736089e-03
1.290000000000000036e+00,3.047073784483277092e-02,3.964726083633214083e-03
1.294999999999999929e+00,2.919749955744257303e-02,3.987470111811820990e-03
1.300000000000000044e+00,3.004360570318472673e-02,3.992642777606389241e-03
1.304999999999999938e+00,3.042311446291909999e-02,4.028305047041036251e-03
1.310000000000000053e+00,3.140118200254740644e-02,4.082424109669865499e-03
1.314999999999999947e+00,3.150699880463067593e-02,4.114387278362901038e-03
1.320000000000000062e+00,3.195010633382390497e-02,4.149399532571633291e-03
1.324999999999999956e+00,3.205514425705188741e-02,4.153729765117592648e-03
1.330000000000000071e+00,3.221221196249333257e-02,4.207858324182386749e-03
1.334999999999999964e+00,3.173309634156777637e-02,4.246228444355678450e-03
1.340000000000000080e+00,3.170212734864719800e-02,4.313366420192373853e-03
1.344999999999999973e+00,3.252344862966093791e-02,4.316206661661338082e-03
1.350000000000000089e+00,3.206780682319419068e-02,4.341927302728766300e-03
1.354999999999999982e+00,3.285481925276811932e-02,4.502083614132704366e-03
1.360000000000000098e+00,3.251822124556924543e-02,4.865760553447080923e-03
1.364999999999999991e+00,3.250156810598079510e-02,5.164264004155046106e-03
1.370000000000000107e+00,3.276454586906816374e-02,5.338965462059384014e-03
1.375000000000000000e+00,3.202900478780796450e-02,5.586854634595799993e-03
1.379999999999999893e+00,3.264016603748088469e-02,5.892257684834970553e-03
1.385000000000000009e+00,3.265914564348144228e-02,6.074072276952351482e-03
1.389999999999999902e+00,3.240703067914613850e-02,6.337482943435155704e-03
1.395000000000000018e+00,3.286104656038481980e-02,6.639751419417882529e-03
1.399999999999999911e+00,3.299205345909887732e-02,6.866949985944971295e-03
1.405000000000000027e+00,3.312187394815069991e-02,7.121568223443435625e-03
1.409999999999999920e+00,3.342807956267242891e-02,6.767024087913822011e-03
1.415000000000000036e+00,3.378706007934944439e-02,6.358331179143432779e-03
1.419999999999999929e+00,3.363809581252669156e-02,6.130662888210269487e-03
1.425000000000000044e+00,3.465219070970702864e-02,6.115831439034625019e-03
1.429999999999999938e+00,3.470490396623727991e-02,6.068875980852255804e-03
1.435000000000000053e+00,3.480897090215171602e-02,6.066567414637835491e-03
1.439999999999999947e+00,3.446353618074822489e-02,6.043492347989307643e-03
1.445000000000000062e+00,3.436517817446347461e-02,5.980776915714635343e-03
1.449999999999999956e+00,3.489484263328953423e-02,5.966785024100516345e-03
1.455000000000000071e+00,3.404920353999157934e-02,6.051491295570035449e-03
1.459999999999999964e+00,3.461080568014703041e-02,6.101351042905811366e-03
1.465000000000000080e+00,3.430453152328655220e-02,6.032116336347542393e-03
1.469999999999999973e+00,3.356317886131102851e-02,6.025037864775510330e-03
1.475000000000000089e+00,3.369185849399401050e-02,6.004336093254010291e-03
1.479999999999999982e+00,3.440942011767145897e-02,6.046332859961135904e-03
1.485000000000000098e+00,3.301795771542434532e-02,6.040745723643057077e-03
1.489999999999999991e+00,3.332036921288625969e-02,5.962374150929802830e-03
1.495000000000000107e+00,3.397630717594297273e-02,5.950725553656188195e-03
1.500000000000000000e+00,3.355967093287905156e-02,5.958758063601913429e-03
1.504999999999999893e+00,3.343237344158995344e-02,6.013032153634008913e-03
1.510000000000000009e+00,3.484726792818072794e-02,6.040916534917502127e-03
1.514999999999999902e+00,3.450417534072365566e-02,5.951098936535574070e-03
1.520000000000000018e+00,3.335104257167989528e-02,5.975165404745816020e-03
1.524999999999999911e+00,3.419624487311420657e-02,6.012891082716643673e-03
1.530000000000000027e+00,3.436191090635414697e-02,6.051181919707966129e-03
1.534999999999999920e+00,3.512469133275477468e-02,6.001162329418145529e-03
1.540000000000000036e+00,3.369012556975222589e-02,5.992890912057513564e-03
1.544999999999999929e+00,3.561534927863045652e-02,5.999265058756261294e-03
1.550000000000000044e+00,3.491032153241700048e-02,6.030700987996958501e-03
1.554999999999999938e+00,3.435484804688752197e-02,6.092588810672119187e-03
1.560000000000000053e+00,3.561278335132420092e-02,5.981097784748916346e-03
1.564999999999999947e+00,3.562886059033582714e-02,6.026090537400099686e-03
1.570000000000000062e+00,3.602376911190754288e-02,6.041459123617014954e-03
1.574999999999999956e+00,3.585930797951860510e-02,6.096115046229196727e-03
1.580000000000000071e+00,3.635939523222173064e-02,6.194073216780514139e-03
1.584999999999999964e+00,3.607727001811374817e-02,6.152240465815727796e-03
1.590000000000000080e+00,3.707191980611099918e-02,6.191775697783425715e-03
1.594999999999999973e+00,3.553671814726409167e-02,6.251782495197925199e-03
1.600000000000000089e+00,3.650733936015226194e-02,6.323585345692109110e-03
1.604999999999999982e+00,3.760656953939676278e-02,6.371201482342679634e-03
1.610000000000000098e+00,3.793401880607510240e-02,6.365017893127607185e-03
